INDEX;STNR;KUERZEL;KLASSE;KLASSESORT;KLASSE_NR;UNTERKLASSE;GRUPPE;GRUPPE_LANG;FAHRER1_NAME;FAHRER1_VORNAME;FAHRER1_ORT;FAHRER1_SPONSORLIZENZ;FAHRER1_SPONSOR;FAHRER1_LIZENZ;FAHRER1_NATION;FAHRER1_PUNKTEWERTUNG;FAHRER2_NAME;FAHRER2_VORNAME;FAHRER2_ORT;FAHRER2_SPONSORLIZENZ;FAHRER2_SPONSOR;FAHRER2_LIZENZ;FAHRER2_NATION;FAHRER2_PUNKTEWERTUNG;FAHRER3_NAME;FAHRER3_VORNAME;FAHRER3_ORT;FAHRER3_SPONSORLIZENZ;FAHRER3_SPONSOR;FAHRER3_LIZENZ;FAHRER3_NATION;FAHRER3_PUNKTEWERTUNG;FAHRER4_NAME;FAHRER4_VORNAME;FAHRER4_ORT;FAHRER4_SPONSORLIZENZ;FAHRER4_SPONSOR;FAHRER4_LIZENZ;FAHRER4_NATION;FAHRER4_PUNKTEWERTUNG;FAHRER5_NAME;FAHRER5_VORNAME;FAHRER5_ORT;FAHRER5_SPONSORLIZENZ;FAHRER5_SPONSOR;FAHRER5_LIZENZ;FAHRER5_NATION;FAHRER5_PUNKTEWERTUNG;FAHRER6_NAME;FAHRER6_VORNAME;FAHRER6_ORT;FAHRER6_SPONSORLIZENZ;FAHRER6_SPONSOR;FAHRER6_LIZENZ;FAHRER6_NATION;FAHRER6_PUNKTEWERTUNG;FAHRER7_NAME;FAHRER7_VORNAME;FAHRER7_ORT;FAHRER7_SPONSORLIZENZ;FAHRER7_SPONSOR;FAHRER7_LIZENZ;FAHRER7_NATION;FAHRER7_PUNKTEWERTUNG;FAHRER8_NAME;FAHRER8_VORNAME;FAHRER8_ORT;FAHRER8_SPONSORLIZENZ;FAHRER8_SPONSOR;FAHRER8_LIZENZ;FAHRER8_NATION;FAHRER8_PUNKTEWERTUNG;FAHRER1_RUNDEN;FAHRER1_ZEIT;FAHRER2_RUNDEN;FAHRER2_ZEIT;FAHRER3_RUNDEN;FAHRER3_ZEIT;FAHRER4_RUNDEN;FAHRER4_ZEIT;FAHRER5_RUNDEN;FAHRER5_ZEIT;FAHRER6_RUNDEN;FAHRER6_ZEIT;FAHRER7_RUNDEN;FAHRER7_ZEIT;FAHRER8_RUNDEN;FAHRER8_ZEIT;NATION;BEWERBER;TEAM;FAHRZEUG;RANG;KLASSENRANG;KLASSENRUECKSTAND;KLASSENGAP;GRUPPENRANG;GRUPPENRUECKSTAND;GRUPPENGAP;RUNDEN;SCHNELLSTE RUNDE;GESAMTZEIT;SEKUNDENWECHSEL;RUECKSTAND;GAP;PUNKTE;KLASSENPUNKTE;SCHNITT;SCHNELLSTE_IN_RUNDE;SCHNELLSTE_TAGESZEIT;SCHNELLSTE_SCHNITT;STATUS;KLASSE_GESTARTET;KLASSE_NICHTGESTARTET;KLASSE_GEWERTET;KLASSE_NICHTGEWERTET;GAST;KLASSE_SCHNELLSTE_STNR;KLASSE_SCHNELLSTE_ZEIT;KLASSE_SCHNELLSTE_NAME;KLASSE_SCHNELLSTE_VORNAME_NAME;KLASSE_SCHNELLSTE_SCHNITT;KLASSE_QUALIZEIT;GRUPPENBEZEICHNUNG;GRUPPE_GESTARTET;GRUPPE_GEWERTET;GRUPPE_NICHTGEWERTET;GRUPPE_SCHNELLSTE_STNR;GRUPPE_SCHNELLSTE_ZEIT;GRUPPE_SCHNELLSTE_NAME;GRUPPE_SCHNELLSTE_VORNAME_NAME;GRUPPE_SCHNELLSTE_SCHNITT;PROZENT;LETZTE_RUNDE;BOXENSTOPS;RUNDE_IN_BOX_1;BOXZEIT1;RUNDE_IN_BOX_2;BOXZEIT2;LQUALIZEIT;LQUALIRANG;LQUALIRANG_INVERT;ALTEZEIT;BEWERBERLIZENZ;HERSTELLER;AKTUELLERFAHRER;PUNKTE_POLE;PUNKTE_SCHNELLSTE;LEADINGLAPS_TOTAL;LEADINGLAPS_CLASS;STARTGRUPPE;KLASSE_VORLAEUFIG;STRAFZEITEN
0001;30;Bamb;SP 9                                                        ;0000SP 9                                                        ;SP 9;;1;1;Bamber;Earl;Kuala Lumpur;;;N051713X;Mala;;Catsburg;Nicky;Voorthuizen;;;26501;Nied;J;Pittard;David;Nideggen;;;174582;Deut;;Fernandez Laser;Felipe;Leipzig;;;21860;Deut;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;47:43.854;3;45:55.809;;00.000;;00.000;;00.000;;00.000;;00.000;;00.000;    ;Frikadelli Racing Team;PRO                                                         ;Ferrari 296 GT3;1;1;;;1;;;4;8:13.112;8:13.112;Y;;;;;9:48:39;5613;9:48:39;185.274;;20;0;20;0;0;30;8:13.112;Bamber/Catsburg Nicky/Pittard David/Fernandez Laser Felipe;Bamber/Catsburg Nicky/Pittard David/Fernandez Laser Felipe;185.274;9:51.734;1;20;20;0;30;8:13.112;Bamber/Catsburg Nicky/Pittard David/Fernandez Laser Felipe;Bamber/Catsburg Nicky/Pittard David/Fernandez Laser Felipe;185.274;100.00;8:13.112;4;1;9:08.598;2;5:15.588;00.000;11.;54.;;12230       ;Ferrari                       ;2;;;2;2;1;0;
0002;101;Krog;SP 9                                                        ;0000SP 9                                                        ;SP 9;;1;1;Krognes;Christian;Hamar;;;IC31791;Norw;J;Giermaziak;Jakub;Piaski;;;ITC-C/10054;Pole;J;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;30:52.436;4;46:31.361;;00.000;;00.000;;00.000;;00.000;;00.000;;00.000;    ;Walkenhorst Motorsport;PRO                                                         ;BMW M4 GT3;2;2;02.329;+02.329;2;02.329;+02.329;7;8:15.441;8:15.441;Y;02.329;02.329;;;9:32:24;4654;9:32:24;184.403;;20;0;20;0;0;30;8:13.112;Bamber/Catsburg Nicky/Pittard David/Fernandez Laser Felipe;Bamber/Catsburg Nicky/Pittard David/Fernandez Laser Felipe;185.274;9:51.734;1;20;20;0;30;8:13.112;Bamber/Catsburg Nicky/Pittard David/Fernandez Laser Felipe;Bamber/Catsburg Nicky/Pittard David/Fernandez Laser Felipe;185.274;100.47 ;8:15.441;3;3;1:33.864;5;2:05.712;00.000;30.;35.;;10417       ;BMW                           ;1;;;3;3;1;0;
0003;40;Sche;SP 9                                                        ;0000SP 9                                                        ;SP 9;;1;1;Scheider;Timo;Lochau;;;21463;Öste;;Tomczyk;Martin;Kolbermoor;;;INTC-21060;Deut;;Rockenfeller;Mike;Landschlacht;;;ITC-205 WADB;Schw;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;20:56.229;1;23:12.109;3;51:17.122;;00.000;;00.000;;00.000;;00.000;;00.000;    ;Audi Sport Team Scherer PHX;PRO                                                         ;Audi R8 LMS GT3 Evo II;3;3;03.435;+01.106;3;03.435;+01.106;6;8:16.547;8:16.547;N;03.435;01.106;;;9:50:25;5688;9:50:25;183.992;;20;0;20;0;0;30;8:13.112;Bamber/Catsburg Nicky/Pittard David/Fernandez Laser Felipe;Bamber/Catsburg Nicky/Pittard David/Fernandez Laser Felipe;185.274;9:51.734;1;20;20;0;30;8:13.112;Bamber/Catsburg Nicky/Pittard David/Fernandez Laser Felipe;Bamber/Catsburg Nicky/Pittard David/Fernandez Laser Felipe;185.274;100.70 ;8:16.547;3;3;10:09.531;4;22:27.947;00.000;13.;52.;;26780       ;Audi                          ;3;;;1;1;1;0;
0004;2;Chri;SP 9                                                        ;0000SP 9                                                        ;SP 9;;1;1;Christodoulou;Adam;London;;;ITB100838;Groß;J;Juncadella;Daniel;Barcelona;;;IA-0023-ESP;Span;J;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1:23:27.390;1;14:21.474;;00.000;;00.000;;00.000;;00.000;;00.000;;00.000;    ;Mercedes-AMG Team GetSpeed;PRO                                                         ;Mercedes-AMG GT3;4;4;03.832;+00.397;4;03.832;+00.397;5;8:16.944;8:16.944;N;03.832;00.397;;;9:52:49;5785;9:52:49;183.845;;20;0;20;0;0;30;8:13.112;Bamber/Catsburg Nicky/Pittard David/Fernandez Laser Felipe;Bamber/Catsburg Nicky/Pittard David/Fernandez Laser Felipe;185.274;9:51.734;1;20;20;0;30;8:13.112;Bamber/Catsburg Nicky/Pittard David/Fernandez Laser Felipe;Bamber/Catsburg Nicky/Pittard David/Fernandez Laser Felipe;185.274;100.78 ;8:16.944;6;1;6:27.382;1;2:58.470;00.000;1.;64.;;28206       ;Mercedes-AMG                  ;1;;;0;0;1;0;
0005;25;Fetz;SP 9                                                        ;0000SP 9                                                        ;SP 9;;1;1;Fetzer;Dennis;Buseck;;;24514;Deut;;Kern;Lars;Wiernsheim;;;10338;Deut;;Dumas;Romain;Arzier;;;3434;Schw;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;36:02.872;3;37:37.355;1;22:15.034;;00.000;;00.000;;00.000;;00.000;;00.000;    ;Huber Motorsport;PRO                                                         ;Porsche 911 GT3 R (992);5;5;03.841;+00.009;5;03.841;+00.009;7;8:16.953;8:16.953;Y;03.841;00.009;;;9:50:55;5707;9:50:55;183.842;;20;0;20;0;0;30;8:13.112;Bamber/Catsburg Nicky/Pittard David/Fernandez Laser Felipe;Bamber/Catsburg Nicky/Pittard David/Fernandez Laser Felipe;185.274;9:51.734;1;20;20;0;30;8:13.112;Bamber/Catsburg Nicky/Pittard David/Fernandez Laser Felipe;Bamber/Catsburg Nicky/Pittard David/Fernandez Laser Felipe;185.274;100.78 ;8:16.953;4;2;2:15.085;4;9:33.383;00.000;8.;57.;;11275       ;Porsche                       ;1;;;0;0;1;0;
0006;16;Schr;SP 9                                                        ;0000SP 9                                                        ;SP 9;;1;1;Schramm;Kim Luis;Ilmenau;;;ITC20104;Deut;;Sims;Alexander;Alcester;;;100396;Groß;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;33:42.718;4;1:00:10.284;;00.000;;00.000;;00.000;;00.000;;00.000;;00.000;    ;Scherer Sport PHX;PRO                                                         ;Audi R8 LMS GT3 Evo II;6;6;03.904;+00.063;6;03.904;+00.063;7;8:17.016;8:17.016;N;03.904;00.063;;;9:48:53;5625;9:48:53;183.819;;20;0;20;0;0;30;8:13.112;Bamber/Catsburg Nicky/Pittard David/Fernandez Laser Felipe;Bamber/Catsburg Nicky/Pittard David/Fernandez Laser Felipe;185.274;9:51.734;1;20;20;0;30;8:13.112;Bamber/Catsburg Nicky/Pittard David/Fernandez Laser Felipe;Bamber/Catsburg Nicky/Pittard David/Fernandez Laser Felipe;185.274;100.79 ;8:17.016;3;2;18:46.487;5;4:58.817;00.000;5.;60.;;26779       ;Audi                          ;1;;;4;4;1;0;
0007;102;Souc;SP 9                                                        ;0000SP 9                                                        ;SP 9;;1;1;Soucek;Andy;Barcelona;;;ITB-0388-ESP;Span;;Krohn;Jesse;Vantaa;;;22196154;Finn;;Klingmann;Jens;Tägerwilen;;;C 11339;Schw;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;14:35.936;4;46:33.877;3;30:59.295;;00.000;;00.000;;00.000;;00.000;;00.000;    ;Walkenhorst Motorsport;PRO                                                         ;BMW M4 GT3;7;7;04.348;+00.444;7;04.348;+00.444;8;8:17.460;8:17.460;N;04.348;00.444;;;9:47:09;5546;9:47:09;183.655;;20;0;20;0;0;30;8:13.112;Bamber/Catsburg Nicky/Pittard David/Fernandez Laser Felipe;Bamber/Catsburg Nicky/Pittard David/Fernandez Laser Felipe;185.274;9:51.734;1;20;20;0;30;8:13.112;Bamber/Catsburg Nicky/Pittard David/Fernandez Laser Felipe;Bamber/Catsburg Nicky/Pittard David/Fernandez Laser Felipe;185.274;100.88 ;8:17.460;4;4;1:32.023;5;2:26.279;00.000;31.;34.;;10417       ;BMW                           ;3;;;0;0;1;0;
0008;27;Van ;SP 9                                                        ;0000SP 9                                                        ;SP 9;;1;1;Van der Linde;Kelvin;Kempten;;;int-b 03727;Deut;;Stuck;Fedinand;München;;;31289;Deut;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;1:10:10.158;2;25:51.192;;00.000;;00.000;;00.000;;00.000;;00.000;;00.000;    ;ABT Sportsline;PRO                                                         ;Lamborghini Huracan GT3 EVO2;8;8;04.568;+00.220;8;04.568;+00.220;7;8:17.680;8:17.680;N;04.568;00.220;;;9:51:01;5713;9:51:01;183.573;;20;0;20;0;0;30;8:13.112;Bamber/Catsburg Nicky/Pittard David/Fernandez Laser Felipe;Bamber/Catsburg Nicky/Pittard David/Fernandez Laser Felipe;185.274;9:51.734;1;20;20;0;30;8:13.112;Bamber/Catsburg Nicky/Pittard David/Fernandez Laser Felipe;Bamber/Catsburg Nicky/Pittard David/Fernandez Laser Felipe;185.274;100.93 ;8:17.680;3;3;3:31.313;5;15:55.067;00.000;9.;56.;;23166       ;Lamborghini                   ;1;;;0;0;1;0;
0009;44;Hein;SP 9                                                        ;0000SP 9                                                        ;SP 9;;1;1;Heinemann;Tim;Fichtenberg;;;ITC-C24805;Deut;;Ragginger;Martin;Wals;;;JA 1113;Öste;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;51:37.209;1;38:48.784;;00.000;;00.000;;00.000;;00.000;;00.000;;00.000;    ;Falken Motorsports;PRO                                                         ;Porsche 911 GT3 R (992);9;9;04.795;+00.227;9;04.795;+00.227;3;8:17.907;8:17.907;Y;04.795;00.227;;;9:45:26;5465;9:45:26;183.490;;20;0;20;0;0;30;8:13.112;Bamber/Catsburg Nicky/Pittard David/Fernandez Laser Felipe;Bamber/Catsburg Nicky/Pittard David/Fernandez Laser Felipe;185.274;9:51.734;1;20;20;0;30;8:13.112;Bamber/Catsburg Nicky/Pittard David/Fernandez Laser Felipe;Bamber/Catsburg Nicky/Pittard David/Fernandez Laser Felipe;185.274;100.97 ;8:17.907;2;2;31:03.144;4;;00.000;14.;51.;;BIF 22213   ;Porsche                       ;1;;;0;0;1;0;
0010;911;Chri;SP 9                                                        ;0000SP 9                                                        ;SP 9;;1;1;Christensen;Michael;Monaco;;;5635;Mona;;Estre;Kevin;HOECHST;;;171715;Öste;;Makowiecki;Frédéric;Montpellier;;;ICCA53130;Fran;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;25:20.782;1;33:07.322;3;37:58.187;;00.000;;00.000;;00.000;;00.000;;00.000;    ;Manthey;PRO                                                         ;Porsche 911 GT3 R (992);10;10;04.939;+00.144;10;04.939;+00.144;5;8:18.051;8:18.051;N;04.939;00.144;;;9:51:26;5730;9:51:26;183.437;;20;0;20;0;0;30;8:13.112;Bamber/Catsburg Nicky/Pittard David/Fernandez Laser Felipe;Bamber/Catsburg Nicky/Pittard David/Fernandez Laser Felipe;185.274;9:51.734;1;20;20;0;30;8:13.112;Bamber/Catsburg Nicky/Pittard David/Fernandez Laser Felipe;Bamber/Catsburg Nicky/Pittard David/Fernandez Laser Felipe;185.274;101.00 ;8:18.051;3;2;12:50.496;3;9:18.923;00.000;64.;1.;;11946       ;Porsche                       ;3;;;0;0;1;0;
