STNR;KUERZEL;FAHRER_NR;FAHRER1_NAME;FAHRER1_VORNAME;FAHRER1_ORT;FAHRER1_SPONSORLIZENZ;FAHRER1_SPONSOR;FAHRER1_LIZENZ;FAHRER1_NATION;FAHRER1_PUNKTEWERTUNG;FAHRER2_NAME;FAHRER2_VORNAME;FAHRER2_ORT;FAHRER2_SPONSORLIZENZ;FAHRER2_SPONSOR;FAHRER2_LIZENZ;FAHRER2_NATION;FAHRER2_PUNKTEWERTUNG;FAHRER3_NAME;FAHRER3_VORNAME;FAHRER3_ORT;FAHRER3_SPONSORLIZENZ;FAHRER3_SPONSOR;FAHRER3_LIZENZ;FAHRER3_NATION;FAHRER3_PUNKTEWERTUNG;FAHRER4_NAME;FAHRER4_VORNAME;FAHRER4_ORT;FAHRER4_SPONSORLIZENZ;FAHRER4_SPONSOR;FAHRER4_LIZENZ;FAHRER4_NATION;FAHRER4_PUNKTEWERTUNG;FAHRER5_NAME;FAHRER5_VORNAME;FAHRER5_ORT;FAHRER5_SPONSORLIZENZ;FAHRER5_SPONSOR;FAHRER5_LIZENZ;FAHRER5_NATION;FAHRER5_PUNKTEWERTUNG;FAHRER6_NAME;FAHRER6_VORNAME;FAHRER6_ORT;FAHRER6_SPONSORLIZENZ;FAHRER6_SPONSOR;FAHRER6_LIZENZ;FAHRER6_NATION;FAHRER6_PUNKTEWERTUNG;FAHRER7_NAME;FAHRER7_VORNAME;FAHRER7_ORT;FAHRER7_SPONSORLIZENZ;FAHRER7_SPONSOR;FAHRER7_LIZENZ;FAHRER7_NATION;FAHRER7_PUNKTEWERTUNG;FAHRER8_NAME;FAHRER8_VORNAME;FAHRER8_ORT;FAHRER8_SPONSORLIZENZ;FAHRER8_SPONSOR;FAHRER8_LIZENZ;FAHRER8_NATION;FAHRER8_PUNKTEWERTUNG;NATION;BEWERBER;TEAM;FAHRZEUG;RUNDE_NR;DURCHGANGSZEIT;TAGESZEIT;RUNDENZEIT;RUNDENZEIT_IN_SEKUNDEN;DIESCHNELLSTE;KLASSE;KLASSESORT;UNTERKLASSE;KLASSEKURZ;SEKTOR1_ZEIT;SEKTOR1_BESTE_ZEIT;SEKTOR1_KMH;SEKTOR1_BESTE_SPEED;SEKTOR2_ZEIT;SEKTOR2_BESTE_ZEIT;SEKTOR2_KMH;SEKTOR2_BESTE_SPEED;SEKTOR3_ZEIT;SEKTOR3_BESTE_ZEIT;SEKTOR3_KMH;SEKTOR3_BESTE_SPEED;SEKTOR4_ZEIT;SEKTOR4_BESTE_ZEIT;SEKTOR4_KMH;SEKTOR4_BESTE_SPEED;SEKTOR5_ZEIT;SEKTOR5_BESTE_ZEIT;SEKTOR5_KMH;SEKTOR5_BESTE_SPEED;SEKTOR6_ZEIT;SEKTOR6_BESTE_ZEIT;SEKTOR6_KMH;SEKTOR6_BESTE_SPEED;SEKTOR7_ZEIT;SEKTOR7_BESTE_ZEIT;SEKTOR7_KMH;SEKTOR7_BESTE_SPEED;SEKTOR8_ZEIT;SEKTOR8_BESTE_ZEIT;SEKTOR8_KMH;SEKTOR8_BESTE_SPEED;SEKTOR9_ZEIT;SEKTOR9_BESTE_ZEIT;SEKTOR9_KMH;SEKTOR9_BESTE_SPEED;TOPSPEED_KMH;TOPSPEED_BESTE_SPEED;TOPSPEED_KMH2;TOPSPEED_BESTE_SPEED2;TOPSPEED_KMH3;TOPSPEED_BESTE_SPEED3;SEKTOR_BESTE_SUMME;RANG;INPIT;CANCELLED;PITSTOPDURATION;BEWERBERLIZENZ;PITIN_TIME;RUNDE_NR_TEXT;WET;PRO;PROAM;PRIO;STINT;LAPINSTINT;THEORETISCHE_BESTZEIT
2;Chri;2;Christodoulou;Adam;London;;;ITC-B100838;Groß;J;Götz;Maximilian;Uffenheim;;;ITC-B11243;Deut;J;Schiller;Fabian;Troisdorf;;;ITC-C11453;Deut;J;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Groß;Mercedes-AMG Team GetSpeed;PRO                                                         ;Mercedes-AMG GT3;5;14:31:51.401;14:31:51.401;8:30.321;510,321;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.766;N;219;;43.793;N;231;;1:04.603;N;220;;10.523;N;263;;1:49.446;N;203;;35.472;N;248;;2:28.498;N;231;;24.807;N;134;;32.413;N;;;;N;;N;;N;8:13.105;4;N;0;;28206       ;;5;0;1;0;0;3;2;8:13.105
3;Enge;1;Engel;Maro;Monaco;;;ITC-B11293;Mona;J;Gounon;Jules;Anyos;;;ITC-A001AND;Ando;J;Juncadella;Daniel;Barcelona;;;ITC-A0023-ESP;Span;J;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mona;Mercedes-AMG Team GetSpeed;PRO                                                         ;Mercedes-AMG GT3;1;14:06:53.030;14:06:53.030;8:14.325;494,325;J;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.198;J;218;;42.887;N;228;;1:03.788;N;227;;10.331;J;267;;1:47.753;N;205;;35.369;N;246;;2:25.634;J;233;;20.039;N;267;;28.326;J;;;;N;;N;;N;8:12.624;8;N;0;;28206       ;;1;0;1;0;0;1;1;8:12.624
3;Enge;1;Engel;Maro;Monaco;;;ITC-B11293;Mona;J;Gounon;Jules;Anyos;;;ITC-A001AND;Ando;J;Juncadella;Daniel;Barcelona;;;ITC-A0023-ESP;Span;J;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mona;Mercedes-AMG Team GetSpeed;PRO                                                         ;Mercedes-AMG GT3;2;14:15:10.808;14:15:10.808;8:17.778;497,778;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.529;N;219;;43.022;N;231;;1:03.650;N;227;;10.348;N;267;;1:46.626;J;206;;35.233;J;246;;2:29.394;N;223;;20.390;N;263;;28.586;N;;;;N;;N;;N;8:12.624;8;N;0;;28206       ;;2;0;1;0;0;1;2;8:12.624
3;Enge;2;Engel;Maro;Monaco;;;ITC-B11293;Mona;J;Gounon;Jules;Anyos;;;ITC-A001AND;Ando;J;Juncadella;Daniel;Barcelona;;;ITC-A0023-ESP;Span;J;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mona;Mercedes-AMG Team GetSpeed;PRO                                                         ;Mercedes-AMG GT3;3;14:30:09.120;14:30:09.120;9:12.488;552,488;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;41.585;N;219;;43.153;N;233;;1:26.404;N;180;;11.521;N;254;;1:47.917;N;205;;35.467;N;244;;2:27.345;N;233;;25.517;N;57;;53.579;N;;;;N;;N;;N;8:12.624;8;N;0;;28206       ;;3;0;1;0;0;1;3;8:12.624
3;Enge;2;Engel;Maro;Monaco;;;ITC-B11293;Mona;J;Gounon;Jules;Anyos;;;ITC-A001AND;Ando;J;Juncadella;Daniel;Barcelona;;;ITC-A0023-ESP;Span;J;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mona;Mercedes-AMG Team GetSpeed;PRO                                                         ;Mercedes-AMG GT3;4;14:38:59.818;14:38:59.818;8:50.698;530,698;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.348;N;219;;42.674;J;232;;1:03.569;J;219;;10.522;N;264;;2:18.919;N;201;;35.464;N;245;;2:29.646;N;233;;20.125;N;266;;29.431;N;;;;N;;N;;N;8:12.624;8;N;0;;28206       ;;4;0;1;0;0;2;1;8:12.624
3;Enge;2;Engel;Maro;Monaco;;;ITC-B11293;Mona;J;Gounon;Jules;Anyos;;;ITC-A001AND;Ando;J;Juncadella;Daniel;Barcelona;;;ITC-A0023-ESP;Span;J;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mona;Mercedes-AMG Team GetSpeed;PRO                                                         ;Mercedes-AMG GT3;5;14:47:21.472;14:47:21.472;8:21.654;501,654;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;45.276;N;219;;43.821;N;230;;1:03.624;N;222;;10.461;N;265;;1:47.499;N;205;;35.551;N;244;;2:26.900;N;233;;20.033;J;267;;28.489;N;;;;N;;N;;N;8:12.624;8;N;0;;28206       ;;5;0;1;0;0;2;2;8:12.624
4;Marc;1;Marciello;Raffaele;Berganzona;;;ITC-A567;Schw;J;Stolz;Luca;Brachbach;;;ITC-C10277;Deut;J;Ellis;Philip;Baar;;;ITC-B462;Schw;J;Mortara;Edoardo;Geneva;;;ITC-A733;Schw;J;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Schw;Mercedes-AMG Team Bilstein;PRO                                                         ;Mercedes-AMG GT3;1;14:00:23.231;14:00:23.231;8:15.912;495,912;J;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;41.084;N;218;;43.778;N;232;;1:03.510;J;225;;10.413;N;265;;1:46.935;N;205;;35.397;N;245;;2:26.330;J;231;;20.149;N;267;;28.316;J;;;;N;;N;;N;8:12.881;15;N;0;;26772       ;;1;0;1;0;0;1;1;8:12.881
4;Marc;1;Marciello;Raffaele;Berganzona;;;ITC-A567;Schw;J;Stolz;Luca;Brachbach;;;ITC-C10277;Deut;J;Ellis;Philip;Baar;;;ITC-B462;Schw;J;Mortara;Edoardo;Geneva;;;ITC-A733;Schw;J;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Schw;Mercedes-AMG Team Bilstein;PRO                                                         ;Mercedes-AMG GT3;2;14:08:39.250;14:08:39.250;8:16.019;496,019;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.274;J;219;;42.711;J;233;;1:05.012;N;220;;10.514;N;263;;1:46.284;J;206;;35.318;N;245;;2:26.983;N;232;;20.146;N;266;;28.777;N;;;;N;;N;;N;8:12.881;15;N;0;;26772       ;;2;0;1;0;0;1;2;8:12.881
4;Marc;3;Marciello;Raffaele;Berganzona;;;ITC-A567;Schw;J;Stolz;Luca;Brachbach;;;ITC-C10277;Deut;J;Ellis;Philip;Baar;;;ITC-B462;Schw;J;Mortara;Edoardo;Geneva;;;ITC-A733;Schw;J;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Schw;Mercedes-AMG Team Bilstein;PRO                                                         ;Mercedes-AMG GT3;3;14:23:54.066;14:23:54.066;8:26.568;506,568;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;41.632;N;221;;43.914;N;233;;1:13.105;N;222;;10.416;N;265;;1:47.225;N;206;;35.300;N;246;;2:26.403;N;233;;20.051;N;265;;28.522;N;;;;N;;N;;N;8:12.881;15;N;0;;26772       ;;3;0;1;0;0;1;3;8:12.881
4;Marc;3;Marciello;Raffaele;Berganzona;;;ITC-A567;Schw;J;Stolz;Luca;Brachbach;;;ITC-C10277;Deut;J;Ellis;Philip;Baar;;;ITC-B462;Schw;J;Mortara;Edoardo;Geneva;;;ITC-A733;Schw;J;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Schw;Mercedes-AMG Team Bilstein;PRO                                                         ;Mercedes-AMG GT3;4;14:32:30.641;14:32:30.641;8:36.575;516,575;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.308;N;208;;43.527;N;232;;1:05.308;N;221;;10.466;N;265;;2:05.388;N;205;;35.202;J;248;;2:27.412;N;230;;20.047;N;269;;28.917;N;;;;N;;N;;N;8:12.881;15;N;0;;26772       ;;4;0;1;0;0;2;1;8:12.881
4;Marc;4;Marciello;Raffaele;Berganzona;;;ITC-A567;Schw;J;Stolz;Luca;Brachbach;;;ITC-C10277;Deut;J;Ellis;Philip;Baar;;;ITC-B462;Schw;J;Mortara;Edoardo;Geneva;;;ITC-A733;Schw;J;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Schw;Mercedes-AMG Team Bilstein;PRO                                                         ;Mercedes-AMG GT3;5;14:44:42.841;14:44:42.841;12:12.200;732,200;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;4:24.016;N;218;;43.511;N;231;;1:04.998;N;216;;10.622;N;262;;1:54.112;N;205;;35.324;N;236;;2:30.943;N;233;;20.100;N;265;;28.574;N;;;;N;;N;;N;8:12.881;15;N;0;;26772       ;;5;0;1;0;0;2;2;8:12.881
4;Marc;4;Marciello;Raffaele;Berganzona;;;ITC-A567;Schw;J;Stolz;Luca;Brachbach;;;ITC-C10277;Deut;J;Ellis;Philip;Baar;;;ITC-B462;Schw;J;Mortara;Edoardo;Geneva;;;ITC-A733;Schw;J;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Schw;Mercedes-AMG Team Bilstein;PRO                                                         ;Mercedes-AMG GT3;6;14:52:59.928;14:52:59.928;8:17.087;497,087;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.369;N;221;;43.477;N;231;;1:03.938;N;223;;10.388;J;267;;1:47.301;N;205;;35.241;N;248;;2:27.768;N;233;;19.866;J;270;;28.739;N;;;;N;;N;;N;8:12.881;15;N;0;;26772       ;;6;0;1;0;0;3;1;8:12.881
5;Kolb;3;Kolb;Vincent;Frankfurt;;;ITC-C15471;Deut;J;Stippler;Frank;Bad Münstereifel;;;ITC-C18797;Deut;J;Sims;Alexander;Alcester;;;ITC-A100396;Groß;J;van der Zande;Renger;ET Amsterdam;;;ITC-A14103;Nied;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Deut;Scherer Sport PHX;PRO                                                         ;Audi R8 LMS GT3 evo II;1;13:47:27.767;13:47:27.767;8:17.389;497,389;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;41.005;N;218;;43.201;J;230;;1:04.005;N;228;;10.307;N;271;;1:46.486;J;203;;35.518;N;253;;2:28.259;N;231;;20.108;N;265;;28.500;N;;;;N;;N;;N;8:13.014;2;N;0;;26779       ;;1;0;1;0;0;1;1;8:13.014
5;Kolb;3;Kolb;Vincent;Frankfurt;;;ITC-C15471;Deut;J;Stippler;Frank;Bad Münstereifel;;;ITC-C18797;Deut;J;Sims;Alexander;Alcester;;;ITC-A100396;Groß;J;van der Zande;Renger;ET Amsterdam;;;ITC-A14103;Nied;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Deut;Scherer Sport PHX;PRO                                                         ;Audi R8 LMS GT3 evo II;2;13:55:41.234;13:55:41.234;8:13.467;493,467;J;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.459;J;218;;43.205;N;231;;1:03.499;J;231;;10.241;J;272;;1:46.853;N;203;;35.511;J;244;;2:25.376;J;230;;20.042;N;268;;28.281;J;;;;N;;N;;N;8:13.014;2;N;0;;26779       ;;2;0;1;0;0;1;2;8:13.014
5;Kolb;1;Kolb;Vincent;Frankfurt;;;ITC-C15471;Deut;J;Stippler;Frank;Bad Münstereifel;;;ITC-C18797;Deut;J;Sims;Alexander;Alcester;;;ITC-A100396;Groß;J;van der Zande;Renger;ET Amsterdam;;;ITC-A14103;Nied;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Deut;Scherer Sport PHX;PRO                                                         ;Audi R8 LMS GT3 evo II;3;14:09:13.641;14:09:13.641;13:32.407;812,407;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;5:41.197;N;216;;45.241;N;232;;1:07.059;N;217;;10.514;N;270;;1:51.456;N;203;;35.724;N;248;;2:32.299;N;230;;19.960;J;269;;28.957;N;;;;N;;N;;N;8:13.014;2;N;0;;26779       ;;3;0;1;0;0;1;3;8:13.014
