STNR;KUERZEL;FAHRER1_NAME;FAHRER1_VORNAME;FAHRER1_ORT;FAHRER1_SPONSORLIZENZ;FAHRER1_SPONSOR;FAHRER1_LIZENZ;FAHRER1_NATION;FAHRER1_PUNKTEWERTUNG;FAHRER2_NAME;FAHRER2_VORNAME;FAHRER2_ORT;FAHRER2_SPONSORLIZENZ;FAHRER2_SPONSOR;FAHRER2_LIZENZ;FAHRER2_NATION;FAHRER2_PUNKTEWERTUNG;FAHRER3_NAME;FAHRER3_VORNAME;FAHRER3_ORT;FAHRER3_SPONSORLIZENZ;FAHRER3_SPONSOR;FAHRER3_LIZENZ;FAHRER3_NATION;FAHRER3_PUNKTEWERTUNG;FAHRER4_NAME;FAHRER4_VORNAME;FAHRER4_ORT;FAHRER4_SPONSORLIZENZ;FAHRER4_SPONSOR;FAHRER4_LIZENZ;FAHRER4_NATION;FAHRER4_PUNKTEWERTUNG;FAHRER5_NAME;FAHRER5_VORNAME;FAHRER5_ORT;FAHRER5_SPONSORLIZENZ;FAHRER5_SPONSOR;FAHRER5_LIZENZ;FAHRER5_NATION;FAHRER5_PUNKTEWERTUNG;FAHRER6_NAME;FAHRER6_VORNAME;FAHRER6_ORT;FAHRER6_SPONSORLIZENZ;FAHRER6_SPONSOR;FAHRER6_LIZENZ;FAHRER6_NATION;FAHRER6_PUNKTEWERTUNG;FAHRER7_NAME;FAHRER7_VORNAME;FAHRER7_ORT;FAHRER7_SPONSORLIZENZ;FAHRER7_SPONSOR;FAHRER7_LIZENZ;FAHRER7_NATION;FAHRER7_PUNKTEWERTUNG;FAHRER8_NAME;FAHRER8_VORNAME;FAHRER8_ORT;FAHRER8_SPONSORLIZENZ;FAHRER8_SPONSOR;FAHRER8_LIZENZ;FAHRER8_NATION;FAHRER8_PUNKTEWERTUNG;NATION;BEWERBER;TEAM;FAHRZEUG;RUNDE;DURCHGANGSZEIT;TAGESZEIT;RUNDENZEIT;DIESCHNELLSTE;KLASSE;KLASSESORT;UNTERKLASSE;KLASSEKURZ;RUNDENZEIT_SEKUNDEN;BEWERBERLIZENZ;DRIVERID
54;Vant;Vanthoor;Laurens;Heusden-Zolder;;;ITC-A903410;BEL;;Heinrich;Laurin;Kürnach;;;ITC-C11223;DEU;J;Güven;Ayhancan;Gronau;;;ITC-A0101042300421;DEU;J;Engelhart;Christian;Starnberg;;;ITC-C11279;DEU;J;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BEL ;Dinamic GT SRL;PRO                                                         ;Porsche 911 GT3 R (992);4;13:28:15.839;13:28:15.839;8:52.217;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;532,217;498633      ;4
70;Töng;Tönges;Heiko;Bell;;;ITC-C25211;DEU;;Sandtler;Tim;Bochum;;;ITC-C17801;DEU;;Kinoshita;Takayuki;Yokohama, CANgawa;;;ITC-C119569631000;JPN;;Hennerici;Marc;Mayen;;;ITC-C11585;DEU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;DEU ;Toyo Tire with Ring Racing;;Toyota GR Supra GT4;1;12:59:23.693;12:59:23.693;9:54.016;N;SP 10                                                       ;0000SP 10                                                       ;;SP 10   ;594,016;25140       ;2
70;Töng;Tönges;Heiko;Bell;;;ITC-C25211;DEU;;Sandtler;Tim;Bochum;;;ITC-C17801;DEU;;Kinoshita;Takayuki;Yokohama, CANgawa;;;ITC-C119569631000;JPN;;Hennerici;Marc;Mayen;;;ITC-C11585;DEU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;DEU ;Toyo Tire with Ring Racing;;Toyota GR Supra GT4;2;13:09:01.994;13:09:01.994;9:38.301;J;SP 10                                                       ;0000SP 10                                                       ;;SP 10   ;578,301;25140       ;2
71;Güld;Gülden;Andreas;Reifferscheid;;;ITC-C10635;DEU;;Arnold;Lance David;Mülheim an der Ruhr;;;ITC-C30426;DEU;;Tischner;Michael;Marl;;;ITC-C10229;DEU;;Kinoshita;Takayuki;Yokohama, CANgawa;;;ITC-C119569631000;JPN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;DEU ;Toyo Tire with Ring Racing;;Toyota GR Supra GT4 EVO 2023;1;13:01:09.454;13:01:09.454;10:04.339;N;SP 10                                                       ;0000SP 10                                                       ;;SP 10   ;604,339;25140       ;3
71;Güld;Gülden;Andreas;Reifferscheid;;;ITC-C10635;DEU;;Arnold;Lance David;Mülheim an der Ruhr;;;ITC-C30426;DEU;;Tischner;Michael;Marl;;;ITC-C10229;DEU;;Kinoshita;Takayuki;Yokohama, CANgawa;;;ITC-C119569631000;JPN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;DEU ;Toyo Tire with Ring Racing;;Toyota GR Supra GT4 EVO 2023;2;13:11:01.223;13:11:01.223;9:51.769;J;SP 10                                                       ;0000SP 10                                                       ;;SP 10   ;591,769;25140       ;3
76;Brod;Brodmerkel;Stephan;Waldesch;;;ITC-C14548;DEU;;Schöll;Constantin;Wien;;;ITC-B2427;AUT;;Still;Hendrik;Kempenich;;;ITC-C19024;DEU;;Hill;Phil;Mülheim;;;ITC-C28105;DEU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;DEU ;Teichmann Racing;;Toyota GR Supra GT4 EVO 2023;1;12:57:46.482;12:57:46.482;9:16.744;J;SP 10                                                       ;0000SP 10                                                       ;;SP 10   ;556,744;BA025       ;3
76;Brod;Brodmerkel;Stephan;Waldesch;;;ITC-C14548;DEU;;Schöll;Constantin;Wien;;;ITC-B2427;AUT;;Still;Hendrik;Kempenich;;;ITC-C19024;DEU;;Hill;Phil;Mülheim;;;ITC-C28105;DEU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;DEU ;Teichmann Racing;;Toyota GR Supra GT4 EVO 2023;2;13:30:37.502;13:30:37.502;9:37.370;N;SP 10                                                       ;0000SP 10                                                       ;;SP 10   ;577,370;BA025       ;3
78;Duma;Dumarey;Guido;Deurle;;;ITC-B901338;BEL;;Sokolovskiy;Yevgen;Düsseldorf;;;ITC-B19729;Ukra;;Hess;Michael;Kreuzgau;;;ITC-C12396;DEU;;Adams;Rudi;Nohn;;;ITC-C14347;DEU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BEL ;PROsport-Racing;;Aston Martin Vantage AMR GT4;1;12:57:06.258;12:57:06.258;9:20.131;J;SP 10                                                       ;0000SP 10                                                       ;;SP 10   ;560,131;11132       ;4
78;Duma;Dumarey;Guido;Deurle;;;ITC-B901338;BEL;;Sokolovskiy;Yevgen;Düsseldorf;;;ITC-B19729;Ukra;;Hess;Michael;Kreuzgau;;;ITC-C12396;DEU;;Adams;Rudi;Nohn;;;ITC-C14347;DEU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BEL ;PROsport-Racing;;Aston Martin Vantage AMR GT4;2;13:11:30.893;13:11:30.893;14:24.635;N;SP 10                                                       ;0000SP 10                                                       ;;SP 10   ;864,635;11132       ;4
79;Duma;Dumarey;Guillaume;Deurle;;;ITC-C901956;BEL;;Mies;Alexander;Velbert;;;ITC-C33235;DEU;;Patzelt;Andreas;Troisdorf;;;ITC-C30850;DEU;;Sasse;Hugo;Aschersleben;;;ITC-C12136;DEU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BEL ;PROsport-Racing;;Aston Martin Vantage AMR GT4;1;13:04:52.743;13:04:52.743;12:46.992;J;SP 10                                                       ;0000SP 10                                                       ;;SP 10   ;766,992;11132       ;2
81;Mart;Martin;Celia;Adenau;;;ITC-C11867;DEU;;Wohlwend;Fabienne;Schellenberg;;;ITC-B1153;LIE;;Mann;Pippa;Indianapolis;;;ITC-BD3068U;USA;;Visser;Beitske;El Sneek;;;ITC-B20612;NLD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;DEU ;GITI TIRE MOTORSPORT BY WS RACING;;BMW M4 GT4 (G82);1;12:54:15.730;12:54:15.730;9:16.875;N;SP 8T                                                       ;0000SP 8T                                                       ;;SP 8T   ;556,875;20662       ;3
81;Mart;Martin;Celia;Adenau;;;ITC-C11867;DEU;;Wohlwend;Fabienne;Schellenberg;;;ITC-B1153;LIE;;Mann;Pippa;Indianapolis;;;ITC-BD3068U;USA;;Visser;Beitske;El Sneek;;;ITC-B20612;NLD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;DEU ;GITI TIRE MOTORSPORT BY WS RACING;;BMW M4 GT4 (G82);2;13:09:29.824;13:09:29.824;9:06.147;J;SP 8T                                                       ;0000SP 8T                                                       ;;SP 8T   ;546,147;20662       ;2
89;Wahl;Wahl;Tobias;Remagen-Kripp;;;ITC-C13678;DEU;;Wahl;Tim-Florian;Remagen-Kripp;;;ITC-C33625;DEU;;Renger;Reinhold;Rothenburg ob der Tauber;;;ITC-C11985;DEU;;Kroker;Alexander;Zülpich;;;ITC-C24827;DEU;J;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;DEU ;Haupt Racing Team;;Mercedes-AMG AMG GT4;1;12:55:37.992;12:55:37.992;9:43.780;N;SP 10                                                       ;0000SP 10                                                       ;;SP 10   ;583,780;12467       ;2
89;Wahl;Wahl;Tobias;Remagen-Kripp;;;ITC-C13678;DEU;;Wahl;Tim-Florian;Remagen-Kripp;;;ITC-C33625;DEU;;Renger;Reinhold;Rothenburg ob der Tauber;;;ITC-C11985;DEU;;Kroker;Alexander;Zülpich;;;ITC-C24827;DEU;J;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;DEU ;Haupt Racing Team;;Mercedes-AMG AMG GT4;2;13:05:14.815;13:05:14.815;9:36.823;J;SP 10                                                       ;0000SP 10                                                       ;;SP 10   ;576,823;12467       ;2
96;Olse;Olsen;Dennis;Våler i Østfold;;;ITC-B33349;NOR;;Cairoli;Matteo;Como;;;ITC-B352500;ITA;;Andlauer;Julien;Dubai;;;ITC-B256472;ARE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NOR ;Rutronik - Racing;PRO                                                         ;Porsche 911 GT3 R (992);1;13:13:02.552;13:13:02.552;8:20.650;J;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;500,650;17981       ;1
98;Witt;Wittmann;Marco;Fürth;;;ITC-C10375;DEU;;van der Linde;Sheldon;Kempten;;;ITC-B07371;DEU;;Vanthoor;Dries;Hasselt, Limburg;;;ITC-B903381;BEL;;Martin;Maxime;Tervuren;;;ITC-B901749;BEL;J;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;DEU ;ROWE RACING;PRO                                                         ;BMW M4 GT3;1;12:50:36.759;12:50:36.759;8:23.187;J;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;503,187;15653       ;2
98;Witt;Wittmann;Marco;Fürth;;;ITC-C10375;DEU;;van der Linde;Sheldon;Kempten;;;ITC-B07371;DEU;;Vanthoor;Dries;Hasselt, Limburg;;;ITC-B903381;BEL;;Martin;Maxime;Tervuren;;;ITC-B901749;BEL;J;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;DEU ;ROWE RACING;PRO                                                         ;BMW M4 GT3;2;13:06:11.426;13:06:11.426;8:23.509;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;503,509;15653       ;1
100;Walk;Walkenhorst;Henry;Melle;;;ITC-C10319;DEU;;Breuer;Jörg;Düsseldorf;;;ITC-C19476;DEU;;Trogen;Sami-Matti;Lohja;;;ITC-B34736337;FIN;;Bollrath;Christian;Löhne;;;ITC-C18283;DEU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;DEU ;Walkenhorst Motorsport;PRO-AM                                                      ;BMW M4 GT3;1;12:57:32.220;12:57:32.220;8:22.728;J;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;502,728;10417       ;3
101;Krog;Krognes;Christian;Hamar;;;ITC-C31791;NOR;;Giermaziak;Jakub;Piaski;;;ITC-C10054;POL;;Krohn;Jesse;Vantaa;;;ITC-B22196154;FIN;;Soucek;Andy;Barcelona;;;ITC-B0388-ESP;ESP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NOR ;Walkenhorst Motorsport;PRO                                                         ;BMW M4 GT3;1;13:00:34.102;13:00:34.102;11:43.126;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;703,126;10417       ;1
101;Krog;Krognes;Christian;Hamar;;;ITC-C31791;NOR;;Giermaziak;Jakub;Piaski;;;ITC-C10054;POL;;Krohn;Jesse;Vantaa;;;ITC-B22196154;FIN;;Soucek;Andy;Barcelona;;;ITC-B0388-ESP;ESP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NOR ;Walkenhorst Motorsport;PRO                                                         ;BMW M4 GT3;2;13:12:39.760;13:12:39.760;12:05.658;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;725,658;10417       ;4
101;Krog;Krognes;Christian;Hamar;;;ITC-C31791;NOR;;Giermaziak;Jakub;Piaski;;;ITC-C10054;POL;;Krohn;Jesse;Vantaa;;;ITC-B22196154;FIN;;Soucek;Andy;Barcelona;;;ITC-B0388-ESP;ESP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NOR ;Walkenhorst Motorsport;PRO                                                         ;BMW M4 GT3;3;13:20:58.529;13:20:58.529;8:18.769;J;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;498,769;10417       ;4
101;Krog;Krognes;Christian;Hamar;;;ITC-C31791;NOR;;Giermaziak;Jakub;Piaski;;;ITC-C10054;POL;;Krohn;Jesse;Vantaa;;;ITC-B22196154;FIN;;Soucek;Andy;Barcelona;;;ITC-B0388-ESP;ESP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NOR ;Walkenhorst Motorsport;PRO                                                         ;BMW M4 GT3;4;13:29:44.012;13:29:44.012;8:45.483;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;525,483;10417       ;4
102;Neub;Neubauer;Thomas;Paris;;;ITC-C256479;FRA;;Jake;Dennis;Milton Keynes;;;ITC-B181944;GBR;;Klingmann;Jens;Tägerwilen;;;ITC-C11339;CHE;;Krognes;Christian;Hamar;;;ITC-C31791;NOR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FRA ;Walkenhorst Motorsport;PRO                                                         ;BMW M4 GT3;1;12:54:44.703;12:54:44.703;8:26.664;J;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;506,664;10417       ;3
102;Neub;Neubauer;Thomas;Paris;;;ITC-C256479;FRA;;Jake;Dennis;Milton Keynes;;;ITC-B181944;GBR;;Klingmann;Jens;Tägerwilen;;;ITC-C11339;CHE;;Krognes;Christian;Hamar;;;ITC-C31791;NOR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FRA ;Walkenhorst Motorsport;PRO                                                         ;BMW M4 GT3;2;13:10:21.461;13:10:21.461;15:36.758;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;936,758;10417       ;1
102;Neub;Neubauer;Thomas;Paris;;;ITC-C256479;FRA;;Jake;Dennis;Milton Keynes;;;ITC-B181944;GBR;;Klingmann;Jens;Tägerwilen;;;ITC-C11339;CHE;;Krognes;Christian;Hamar;;;ITC-C31791;NOR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FRA ;Walkenhorst Motorsport;PRO                                                         ;BMW M4 GT3;3;13:28:05.814;13:28:05.814;8:35.442;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;515,442;10417       ;2
108;Jode;Jodexnis;Richard;Hannover;;;ITC-C25345;DEU;;Kluge;Knut;Klein-Winternheim;;;ITC-C27799;DEU;J;Primke;Joris;Bochum;;;ITC-C18499;DEU;;Weiner;Ralf;Haan;;;ITC-C30162;DEU;J;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;DEU ;sharky-racing by MSC Sinzig e.V. im ADAC;;VW GOLF GTI TCR DSG*;1;13:03:56.411;13:03:56.411;10:53.431;J;SP 3T                                                       ;0000SP 3T                                                       ;;SP 3T   ;653,431;BIC25527    ;3
108;Jode;Jodexnis;Richard;Hannover;;;ITC-C25345;DEU;;Kluge;Knut;Klein-Winternheim;;;ITC-C27799;DEU;J;Primke;Joris;Bochum;;;ITC-C18499;DEU;;Weiner;Ralf;Haan;;;ITC-C30162;DEU;J;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;DEU ;sharky-racing by MSC Sinzig e.V. im ADAC;;VW GOLF GTI TCR DSG*;2;13:23:30.863;13:23:30.863;11:49.626;N;SP 3T                                                       ;0000SP 3T                                                       ;;SP 3T   ;709,626;BIC25527    ;2
108;Jode;Jodexnis;Richard;Hannover;;;ITC-C25345;DEU;;Kluge;Knut;Klein-Winternheim;;;ITC-C27799;DEU;J;Primke;Joris;Bochum;;;ITC-C18499;DEU;;Weiner;Ralf;Haan;;;ITC-C30162;DEU;J;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;DEU ;sharky-racing by MSC Sinzig e.V. im ADAC;;VW GOLF GTI TCR DSG*;3;13:35:28.035;13:35:28.035;11:57.172;N;SP 3T                                                       ;0000SP 3T                                                       ;;SP 3T   ;717,172;BIC25527    ;2
110;Asar;Asari;Emir;Istanbul;;;ITC-C0102022308517;TUR;;Wasel;Matthias;Bergheim;;;ITC-C12428;DEU;;Partl;Max;Pyrbaum;;;ITC-C26077;DEU;;Cartery;Benjamin;Eze;;;ITC-C441910;FRA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TUR ;Max Kruse Racing;;VW GOLF GTI TCR DSG;1;12:55:35.780;12:55:35.780;9:53.865;N;SP 3T                                                       ;0000SP 3T                                                       ;;SP 3T   ;593,865;16401       ;4
110;Asar;Asari;Emir;Istanbul;;;ITC-C0102022308517;TUR;;Wasel;Matthias;Bergheim;;;ITC-C12428;DEU;;Partl;Max;Pyrbaum;;;ITC-C26077;DEU;;Cartery;Benjamin;Eze;;;ITC-C441910;FRA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TUR ;Max Kruse Racing;;VW GOLF GTI TCR DSG;2;13:11:58.431;13:11:58.431;9:29.049;J;SP 3T                                                       ;0000SP 3T                                                       ;;SP 3T   ;569,049;16401       ;3
115;Jacq;Jacques;Derenne;Brüssel;;;;BEL;;Broodcooren;Philippe;Wemmel;;;ITC-C901866;BEL;;Barbaro;Bruno;Milano Due;;;ITC-B80323 *DSQ;ITA;J;Cloet;Tom;Knokke;;;ITC-B700595;BEL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BEL ;KGL AMC ST. Vith;;Porsche Cayman 718;1;13:03:52.422;13:03:52.422;13:49.142;J;SP 4T                                                       ;0000SP 4T                                                       ;;SP 4T   ;829,142;900591      ;4
121;Beck;Beckmann;Hans-Olaf;Oststeinbek;;;ITC-C16661;DEU;;Hass;Peter;Lorsbach/ Hofheim;;;ITC-C24639;DEU;;Strycek;Volker;Dehrn;;;ITC-C14655;DEU;;Schulten;Jürgen;Hamminkeln;;;ITC-C24959;DEU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;DEU ;;;Opel Manta;1;12:57:52.003;12:57:52.003;10:37.964;J;SP 3                                                        ;0000SP 3                                                        ;;SP 3    ;637,964;            ;3
125;Wehr;Wehrmann;Hans;Grünwald;;;ITC-C11423;DEU;;Berg;Ulrich;Ruppichteroth;;;ITC-C29702;DEU;;Kiefer;Thomas;Heidelberg;;;ITC-C12742;DEU;;Joens;Christer;Ingelheim am Rhein;;;ITC-C10492;DEU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;DEU ;Huber Motorsport;PRO                                                         ;Porsche 911 GT3 Cup (992);1;13:00:48.966;13:00:48.966;9:04.639;J;Cup 2                                                       ;0000Cup 2                                                       ;;Cup 2   ;544,639;11275       ;3
170;Kaya;Kaya;Mustafa Mehmet;Esenyurt/Istanbul;;;ITC-B0101042302658;TUR;;Piana;Gabriele;Lugano;;;ITC-C386645;CHE;;Rivas;Carlos;;;;ITC-CA1343;LUX;;Stursberg;Mike;Wermelskirchen;;;ITC-C30671;DEU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TUR ;BLACK FALCON Team IDENTICA;AM                                                          ;Porsche 911 GT3 Cup (992);1;13:14:41.150;13:14:41.150;13:40.236;J;Cup 2                                                       ;0000Cup 2                                                       ;;Cup 2   ;820,236;26555       ;1
181;Schi;Schicht;Rüdiger;Herrliberg;;;ITC-C15231;CHE;J;Fielenbach;Alexander;Neunkirchen-Seelscheid;;;ITC-C15072;DEU;;Cate;Peter;Blockley;;;ITC-C8547;GBR;;Klasen;Arno;Karlshausen;;;ITC-C25715;DEU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;CHE ;Team Mathol Racing e.V.;AM                                                          ;Porsche 718 Cayman GT4 Clubspo;1;12:51:41.630;12:51:41.630;9:20.542;J;Cup 3                                                       ;0000Cup 3                                                       ;;Cup 3   ;560,542;25198       ;2
181;Schi;Schicht;Rüdiger;Herrliberg;;;ITC-C15231;CHE;J;Fielenbach;Alexander;Neunkirchen-Seelscheid;;;ITC-C15072;DEU;;Cate;Peter;Blockley;;;ITC-C8547;GBR;;Klasen;Arno;Karlshausen;;;ITC-C25715;DEU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;CHE ;Team Mathol Racing e.V.;AM                                                          ;Porsche 718 Cayman GT4 Clubspo;2;13:06:16.726;13:06:16.726;14:35.096;N;Cup 3                                                       ;0000Cup 3                                                       ;;Cup 3   ;875,096;25198       ;2
181;Schi;Schicht;Rüdiger;Herrliberg;;;ITC-C15231;CHE;J;Fielenbach;Alexander;Neunkirchen-Seelscheid;;;ITC-C15072;DEU;;Cate;Peter;Blockley;;;ITC-C8547;GBR;;Klasen;Arno;Karlshausen;;;ITC-C25715;DEU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;CHE ;Team Mathol Racing e.V.;AM                                                          ;Porsche 718 Cayman GT4 Clubspo;3;13:29:14.396;13:29:14.396;9:41.890;N;Cup 3                                                       ;0000Cup 3                                                       ;;Cup 3   ;581,890;25198       ;2
184;Schm;Schmäing;Jan Boris;Haiger;;;ITC-C21705;DEU;;Handrick;Mario;Bonn;;;ITC-C33338;DEU;;Meyer;Karl Heinz;Arnsberg;;;ITC-C11353;DEU;;Baunack;Olaf;Neuhäusel;;;ITC-C13142;DEU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;DEU ;KKrämer Racing;;Porsche Cayman GT4 CS (Typ981);1;12:57:36.080;12:57:36.080;9:53.831;J;SP 7                                                        ;0000SP 7                                                        ;;SP 7    ;593,831;25821       ;4
184;Schm;Schmäing;Jan Boris;Haiger;;;ITC-C21705;DEU;;Handrick;Mario;Bonn;;;ITC-C33338;DEU;;Meyer;Karl Heinz;Arnsberg;;;ITC-C11353;DEU;;Baunack;Olaf;Neuhäusel;;;ITC-C13142;DEU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;DEU ;KKrämer Racing;;Porsche Cayman GT4 CS (Typ981);2;13:28:04.005;13:28:04.005;17:17.637;N;SP 7                                                        ;0000SP 7                                                        ;;SP 7    ;1037,637;25821       ;4
189;Engs;Engstler;FRAz;Wiggensbach;;;ITC-C13549;DEU;J;Fisher;Cabell;Dubai, UAE;;;ITC-CA23106;ARE;J;Sartingen;Axel;Köln;;;ITC-C12895;DEU;J;Schwerfeld;Daniel;Düsseldorf;;;ITC-C10532;DEU;J;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;DEU ;BLACK FALCON Team TEXTAR;AM                                                          ;Porsche 718 Cayman GT4 Clubspo;1;12:55:14.248;12:55:14.248;9:57.011;J;Cup 3                                                       ;0000Cup 3                                                       ;;Cup 3   ;597,011;26965       ;3
227;Grie;Griesemann;Björn;Köln;;;ITC-C25515;DEU;J;Griesemann;Georg;Bornheim;;;ITC-C26752;DEU;J;von der Laden;Felix;Köln;;;ITC-C29063;DEU;J;Adorf;Dirk;Michelbach;;;ITC-C27616;DEU;J;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;DEU ;Griesemann Gruppe by TR Team;;Toyota GR Supra GT4 EVO 2023;1;13:21:01.307;13:21:01.307;14:19.155;N;AT                                                          ;0000AT                                                          ;;AT      ;859,155;BA256       ;2
227;Grie;Griesemann;Björn;Köln;;;ITC-C25515;DEU;J;Griesemann;Georg;Bornheim;;;ITC-C26752;DEU;J;von der Laden;Felix;Köln;;;ITC-C29063;DEU;J;Adorf;Dirk;Michelbach;;;ITC-C27616;DEU;J;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;DEU ;Griesemann Gruppe by TR Team;;Toyota GR Supra GT4 EVO 2023;2;13:34:23.351;13:34:23.351;13:22.044;J;AT                                                          ;0000AT                                                          ;;AT      ;802,044;BA256       ;2
300;Vazq;Vazquez;Marcos Adolfo;Santiago del Estero;;;ITC-B1274023;ARG;J;Held;Thorsten;Bad Dürrheim Sunthausen;;;ITC-C13537;DEU;;Trinius;Matthias;Mechernich;;;ITC-C12368;DEU;;Ullström;Eric;Karlskrona;;;77265;SWE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ARG ;Team Mathol Racing e.V.;;Porsche Cayman S CB12;1;12:59:25.287;12:59:25.287;9:33.923;N;VT3                                                         ;0000VT3                                                         ;;VT3     ;573,923;25198       ;1
300;Vazq;Vazquez;Marcos Adolfo;Santiago del Estero;;;ITC-B1274023;ARG;J;Held;Thorsten;Bad Dürrheim Sunthausen;;;ITC-C13537;DEU;;Trinius;Matthias;Mechernich;;;ITC-C12368;DEU;;Ullström;Eric;Karlskrona;;;77265;SWE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ARG ;Team Mathol Racing e.V.;;Porsche Cayman S CB12;2;13:08:58.162;13:08:58.162;9:32.875;J;VT3                                                         ;0000VT3                                                         ;;VT3     ;572,875;25198       ;1
526;Petr;Petrolo;Riccardo;Gomaringen;;;ITC-C32649;DEU;;Quante;Florian;Seeheim;;;ITC-C11965;DEU;;Ebener;Florian;Neunkirchen;;;ITC-C31056;DEU;;Kurz;Maximilian;ECHNg;;;ITC-C25664;DEU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;DEU ;QTQ-Raceperformance;;BMW 330i;1;13:11:53.706;13:11:53.706;10:12.058;J;VT2 Hecka                                                   ;0000VT2 Hecka                                                   ;;VT2 Heck;612,058;25165       ;2
535;Manh;Manheller;Marcel;Herresbach;;;ITC-C25831;DEU;;von Görtz;Maximilian;Köln;;;ITC-C31584;DEU;J;Seki;Yutaka;Tsuzuki-ku Yokohama-city;;;ITC-B140582220220;JPN;;Owen;Martin;Lauterbach;;;ITC-C310503;DEU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;DEU ;Manheller Racing;;BMW 328i;1;13:12:29.632;13:12:29.632;10:35.098;J;VT2 Hecka                                                   ;0000VT2 Hecka                                                   ;;VT2 Heck;635,098;31512       ;1
540;Hube;Huber;Jürgen;Uffing;;;ITC-C25577;DEU;;Sagmeister;Simon;Ohlstadt;;;ITC-C32607;DEU;;Frisse;Oliver;Rüthen;;;ITC-C24832;DEU;;Knötschke;Christian;Berlin;;;ITC-C27212;DEU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;DEU ;QTQ-Raceperformance;;BMW 328i L;1;13:12:39.799;13:12:39.799;10:56.654;J;V4                                                          ;0000V4                                                          ;;V4      ;656,654;25165       ;3
