STNR;KUERZEL;FAHRER_NR;FAHRER1_NAME;FAHRER1_VORNAME;FAHRER1_ORT;FAHRER1_SPONSORLIZENZ;FAHRER1_SPONSOR;FAHRER1_LIZENZ;FAHRER1_NATION;FAHRER1_PUNKTEWERTUNG;FAHRER2_NAME;FAHRER2_VORNAME;FAHRER2_ORT;FAHRER2_SPONSORLIZENZ;FAHRER2_SPONSOR;FAHRER2_LIZENZ;FAHRER2_NATION;FAHRER2_PUNKTEWERTUNG;FAHRER3_NAME;FAHRER3_VORNAME;FAHRER3_ORT;FAHRER3_SPONSORLIZENZ;FAHRER3_SPONSOR;FAHRER3_LIZENZ;FAHRER3_NATION;FAHRER3_PUNKTEWERTUNG;FAHRER4_NAME;FAHRER4_VORNAME;FAHRER4_ORT;FAHRER4_SPONSORLIZENZ;FAHRER4_SPONSOR;FAHRER4_LIZENZ;FAHRER4_NATION;FAHRER4_PUNKTEWERTUNG;FAHRER5_NAME;FAHRER5_VORNAME;FAHRER5_ORT;FAHRER5_SPONSORLIZENZ;FAHRER5_SPONSOR;FAHRER5_LIZENZ;FAHRER5_NATION;FAHRER5_PUNKTEWERTUNG;FAHRER6_NAME;FAHRER6_VORNAME;FAHRER6_ORT;FAHRER6_SPONSORLIZENZ;FAHRER6_SPONSOR;FAHRER6_LIZENZ;FAHRER6_NATION;FAHRER6_PUNKTEWERTUNG;FAHRER7_NAME;FAHRER7_VORNAME;FAHRER7_ORT;FAHRER7_SPONSORLIZENZ;FAHRER7_SPONSOR;FAHRER7_LIZENZ;FAHRER7_NATION;FAHRER7_PUNKTEWERTUNG;FAHRER8_NAME;FAHRER8_VORNAME;FAHRER8_ORT;FAHRER8_SPONSORLIZENZ;FAHRER8_SPONSOR;FAHRER8_LIZENZ;FAHRER8_NATION;FAHRER8_PUNKTEWERTUNG;NATION;BEWERBER;TEAM;FAHRZEUG;RUNDE_NR;DURCHGANGSZEIT;TAGESZEIT;RUNDENZEIT;RUNDENZEIT_IN_SEKUNDEN;DIESCHNELLSTE;KLASSE;KLASSESORT;UNTERKLASSE;KLASSEKURZ;SEKTOR1_ZEIT;SEKTOR1_BESTE_ZEIT;SEKTOR1_KMH;SEKTOR1_BESTE_SPEED;SEKTOR2_ZEIT;SEKTOR2_BESTE_ZEIT;SEKTOR2_KMH;SEKTOR2_BESTE_SPEED;SEKTOR3_ZEIT;SEKTOR3_BESTE_ZEIT;SEKTOR3_KMH;SEKTOR3_BESTE_SPEED;SEKTOR4_ZEIT;SEKTOR4_BESTE_ZEIT;SEKTOR4_KMH;SEKTOR4_BESTE_SPEED;SEKTOR5_ZEIT;SEKTOR5_BESTE_ZEIT;SEKTOR5_KMH;SEKTOR5_BESTE_SPEED;SEKTOR6_ZEIT;SEKTOR6_BESTE_ZEIT;SEKTOR6_KMH;SEKTOR6_BESTE_SPEED;SEKTOR7_ZEIT;SEKTOR7_BESTE_ZEIT;SEKTOR7_KMH;SEKTOR7_BESTE_SPEED;SEKTOR8_ZEIT;SEKTOR8_BESTE_ZEIT;SEKTOR8_KMH;SEKTOR8_BESTE_SPEED;SEKTOR9_ZEIT;SEKTOR9_BESTE_ZEIT;SEKTOR9_KMH;SEKTOR9_BESTE_SPEED;TOPSPEED_KMH;TOPSPEED_BESTE_SPEED;TOPSPEED_KMH2;TOPSPEED_BESTE_SPEED2;TOPSPEED_KMH3;TOPSPEED_BESTE_SPEED3;SEKTOR_BESTE_SUMME;RANG;INPIT;CANCELLED;PITSTOPDURATION;BEWERBERLIZENZ;PITIN_TIME;RUNDE_NR_TEXT;WET;PRO;PROAM;PRIO;STINT;LAPINSTINT;THEORETISCHE_BESTZEIT
6;Haup;3;Haupt;Hubert;München;;;ITC-B10328;Deut;;Love;Jordan;Perth;;;ITC-C1133481;Aust;;Maini;Arjun;;;;INTA-4A23IRC003;Nied;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Deut;Mercedes-AMG Team Bilstein;PRO-AM                                                      ;Mercedes-AMG GT3;1;19:38:36.206;19:38:36.206;8:11.311;491,311;J;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.059;N;218;;42.406;J;231;;1:03.220;N;225;;10.380;N;268;;1:45.901;N;205;;35.467;J;244;;2:25.378;J;233;;20.113;J;266;;28.387;J;;;;N;;N;;N;8:10.879;7;N;0;;26772       ;;1;0;0;1;0;1;1;8:10.879
6;Haup;3;Haupt;Hubert;München;;;ITC-B10328;Deut;;Love;Jordan;Perth;;;ITC-C1133481;Aust;;Maini;Arjun;;;;INTA-4A23IRC003;Nied;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Deut;Mercedes-AMG Team Bilstein;PRO-AM                                                      ;Mercedes-AMG GT3;2;19:46:54.177;19:46:54.177;8:17.971;497,971;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;39.932;J;219;;42.510;N;231;;1:03.076;J;226;;10.342;J;268;;1:45.778;J;205;;35.469;N;245;;2:30.920;N;226;;20.402;N;264;;29.542;N;;;;N;;N;;N;8:10.879;7;N;0;;26772       ;;2;0;0;1;0;1;2;8:10.879
10;Tref;3;Trefz;Luca-Sandro;Wüstenrot;;;ITC-C13276;Deut;;Heyer;Kenneth;Viersen;;;ITC-B14315;Deut;J;Böckmann;Marek;Lautersheim;;;ITC-C11273;Deut;;Marchewicz;Marcel;Schwetzingen;;;ITC-C10776;Deut;J;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Deut;Schnitzelalm Racing;PRO-AM                                                      ;Mercedes-AMG GT3;1;19:39:37.018;19:39:37.018;8:13.546;493,546;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.253;N;218;;42.939;J;229;;1:03.657;N;224;;10.407;N;264;;1:45.934;N;205;;35.374;N;245;;2:26.322;N;230;;20.185;N;266;;28.475;N;;;;N;;N;;N;8:12.420;13;N;0;;12287       ;;1;0;0;1;0;1;1;8:12.420
10;Tref;3;Trefz;Luca-Sandro;Wüstenrot;;;ITC-C13276;Deut;;Heyer;Kenneth;Viersen;;;ITC-B14315;Deut;J;Böckmann;Marek;Lautersheim;;;ITC-C11273;Deut;;Marchewicz;Marcel;Schwetzingen;;;ITC-C10776;Deut;J;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Deut;Schnitzelalm Racing;PRO-AM                                                      ;Mercedes-AMG GT3;2;19:47:49.522;19:47:49.522;8:12.504;492,504;J;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.240;J;218;;43.023;N;229;;1:03.266;J;228;;10.313;J;267;;1:45.799;J;205;;35.350;J;245;;2:25.963;J;230;;20.173;J;265;;28.377;J;;;;N;;N;;N;8:12.420;13;N;0;;12287       ;;2;0;0;1;0;1;2;8:12.420
11;Asse;2;Assenheimer;Patrick;Öhringen;;;ITC-C10963;Deut;;Caresani;Colin;Aerdenhout;;;ITC-A39802;Nied;;Böckmann;Marek;Lautersheim;;;ITC-C11273;Deut;;Marchewicz;Marcel;Schwetzingen;;;ITC-C10776;Deut;J;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Deut;Schnitzelalm Racing;PRO-AM                                                      ;Mercedes-AMG GT3;1;19:39:25.482;19:39:25.482;8:14.665;494,665;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.453;N;218;;42.946;J;228;;1:04.026;N;230;;10.265;N;267;;1:46.028;N;205;;35.386;N;244;;2:26.811;N;230;;20.155;J;265;;28.595;N;;;;N;;N;;N;8:13.599;18;N;0;;12287       ;;1;0;0;1;0;1;1;8:13.599
11;Asse;2;Assenheimer;Patrick;Öhringen;;;ITC-C10963;Deut;;Caresani;Colin;Aerdenhout;;;ITC-A39802;Nied;;Böckmann;Marek;Lautersheim;;;ITC-C11273;Deut;;Marchewicz;Marcel;Schwetzingen;;;ITC-C10776;Deut;J;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Deut;Schnitzelalm Racing;PRO-AM                                                      ;Mercedes-AMG GT3;2;19:47:39.262;19:47:39.262;8:13.780;493,780;J;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.424;J;218;;43.085;N;229;;1:03.364;J;230;;10.260;J;266;;1:45.977;J;206;;35.363;J;244;;2:26.585;J;230;;20.197;N;265;;28.525;J;;;;N;;N;;N;8:13.599;18;N;0;;12287       ;;2;0;0;1;0;1;2;8:13.599
16;Schr;3;Schramm;Kim Luis;Ilmenau;;;ITC-C20104;Deut;J;Beretta;Michele;Milano;;;ITC-B347027;Ital;;Winkelhock;Markus;Zdimerice;;;ITC-C11937;Tsch;;Feller;Ricardo;Bözberg;;;ITC-C1239;Schw;J;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Deut;Scherer Sport PHX;PRO                                                         ;Audi R8 LMS GT3 evo II;1;19:36:52.684;19:36:52.684;8:12.421;492,421;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.233;J;217;;42.669;N;230;;1:03.884;N;221;;10.477;N;268;;1:45.920;N;205;;35.519;N;244;;2:25.109;J;232;;20.086;J;266;;28.524;J;;;;N;;N;;N;8:10.554;9;N;0;;26779       ;;1;0;1;0;0;1;1;8:10.554
16;Schr;3;Schramm;Kim Luis;Ilmenau;;;ITC-C20104;Deut;J;Beretta;Michele;Milano;;;ITC-B347027;Ital;;Winkelhock;Markus;Zdimerice;;;ITC-C11937;Tsch;;Feller;Ricardo;Bözberg;;;ITC-C1239;Schw;J;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Deut;Scherer Sport PHX;PRO                                                         ;Audi R8 LMS GT3 evo II;2;19:45:04.392;19:45:04.392;8:11.708;491,708;J;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.386;N;218;;42.546;J;230;;1:03.194;J;230;;10.294;J;270;;1:45.183;J;205;;35.385;J;245;;2:25.872;N;230;;20.136;N;267;;28.712;N;;;;N;;N;;N;8:10.554;9;N;0;;26779       ;;2;0;1;0;0;1;2;8:10.554
20;Weis;4;Weiss;Leonard;Monschau;;;ITC-C12035;Deut;;Krumbach;Jochen;Eschweiler;;;ITC-C13359;Deut;;Keilwitz;Daniel;Villingen-Schwenningen;;;ITC-C22136;Deut;;Dontje;Indy;Amsterdam;;;ITC-B28095;Nied;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Deut;WTM by Rinaldi Racing;PRO-AM                                                      ;Ferrari 296 GT3;1;19:39:54.082;19:39:54.082;8:15.607;495,607;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;39.631;J;221;;42.519;N;233;;1:03.951;N;223;;10.303;N;269;;1:46.966;N;205;;35.611;N;247;;2:28.360;N;230;;19.965;N;271;;28.301;N;;;;N;;N;;N;8:12.666;15;N;0;;15723       ;;1;0;0;1;0;1;1;8:12.666
20;Weis;4;Weiss;Leonard;Monschau;;;ITC-C12035;Deut;;Krumbach;Jochen;Eschweiler;;;ITC-C13359;Deut;;Keilwitz;Daniel;Villingen-Schwenningen;;;ITC-C22136;Deut;;Dontje;Indy;Amsterdam;;;ITC-B28095;Nied;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Deut;WTM by Rinaldi Racing;PRO-AM                                                      ;Ferrari 296 GT3;2;19:48:07.082;19:48:07.082;8:13.000;493,000;J;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;39.965;N;221;;42.499;J;234;;1:03.533;J;226;;10.239;J;268;;1:46.229;J;205;;35.401;J;246;;2:27.054;J;231;;19.918;J;271;;28.162;J;;;;N;;N;;N;8:12.666;15;N;0;;15723       ;;2;0;0;1;0;1;2;8:12.666
24;Kolb;3;Kolb;Patrick;Bad Homburg;;;ITC-C16042;Deut;;Matt;Campbell;Stuttgart;;;ITC-C1090587;Deut;;Jaminet;Mathieu;Differdange;;;ITC-C219550;Luxe;;Pilet;Patrick;Noisy le Roi;;;ITC-B54892;Fran;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Deut;Lionspeed by Car Collection Motorsport;PRO                                                         ;Porsche 911 GT3 R (992);1;19:38:45.318;19:38:45.318;8:12.257;492,257;J;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.181;J;216;;42.649;J;229;;1:03.152;J;229;;10.285;J;268;;1:46.212;J;203;;35.567;J;242;;2:25.710;J;232;;20.056;J;266;;28.445;J;;;;N;;N;;N;8:12.257;12;N;0;;28196       ;;1;0;1;0;0;1;1;8:12.257
24;Kolb;3;Kolb;Patrick;Bad Homburg;;;ITC-C16042;Deut;;Matt;Campbell;Stuttgart;;;ITC-C1090587;Deut;;Jaminet;Mathieu;Differdange;;;ITC-C219550;Luxe;;Pilet;Patrick;Noisy le Roi;;;ITC-B54892;Fran;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Deut;Lionspeed by Car Collection Motorsport;PRO                                                         ;Porsche 911 GT3 R (992);2;19:47:06.582;19:47:06.582;8:21.264;501,264;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.474;N;211;;43.402;N;229;;1:04.179;N;219;;10.533;N;263;;1:48.250;N;201;;35.857;N;242;;2:29.549;N;228;;20.290;N;265;;28.730;N;;;;N;;N;;N;8:12.257;12;N;0;;28196       ;;2;0;1;0;0;1;2;8:12.257
27;Van ;1;Van der Linde;Kelvin;Kempten;;;ITC-B03727;Deut;;Mapelli;Marco;Lugano;;;ITC-B317;Schw;;Pepper;Jordan;Bromley;;;ITC-B04582;Groß;;Thiim;Nicki;Anif;;;ITC-C02368;Öste;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Deut;ABT Sportsline;PRO                                                         ;Lamborghini Huracan GT3 EVO2;1;19:38:08.814;19:38:08.814;8:12.779;492,779;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.179;N;217;;42.614;N;231;;1:03.318;N;227;;10.259;N;270;;1:45.954;N;206;;35.787;N;245;;2:26.106;J;225;;20.111;J;268;;28.451;N;;;;N;;N;;N;8:09.987;3;N;0;;23166       ;;1;0;1;0;0;1;1;8:09.987
27;Van ;1;Van der Linde;Kelvin;Kempten;;;ITC-B03727;Deut;;Mapelli;Marco;Lugano;;;ITC-B317;Schw;;Pepper;Jordan;Bromley;;;ITC-B04582;Groß;;Thiim;Nicki;Anif;;;ITC-C02368;Öste;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Deut;ABT Sportsline;PRO                                                         ;Lamborghini Huracan GT3 EVO2;2;19:46:19.312;19:46:19.312;8:10.498;490,498;J;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;39.775;J;219;;42.309;J;233;;1:02.922;J;227;;10.233;J;269;;1:44.906;J;206;;35.338;J;247;;2:26.590;N;226;;20.138;N;268;;28.287;J;;;;N;;N;;N;8:09.987;3;N;0;;23166       ;;2;0;1;0;0;1;2;8:09.987
30;Bamb;2;Bamber;Earl;Kuala Lumpur;;;ITC-A051713X;Mala;J;Catsburg;Nick;Voorthuizen;;;ITC-B26501;Nied;;Pittard;David;Nideggen;;;ITC-B174582;Deut;;Fernandez Laser;Felipe;Leipzig;;;ITC-A21860;Deut;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mala;Frikadelli Racing Team;PRO                                                         ;Ferrari 296 GT3;1;19:36:33.597;19:36:33.597;8:10.518;490,518;J;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.429;N;219;;42.217;J;232;;1:03.133;J;233;;10.142;J;269;;1:45.392;J;205;;35.324;J;245;;2:25.288;J;233;;19.879;J;271;;28.714;J;;;;N;;N;;N;8:09.979;4;N;0;;12230       ;;1;0;1;0;0;1;1;8:09.979
