INDEX;STNR;KUERZEL;KLASSE;KLASSESORT;KLASSE_NR;UNTERKLASSE;GRUPPE;GRUPPE_LANG;FAHRER1_NAME;FAHRER1_VORNAME;FAHRER1_ORT;FAHRER1_SPONSOR;FAHRER1_LIZENZ;FAHRER1_NATION;FAHRER1_PUNKTEWERTUNG;FAHRER1_SPONSORLIZENZ;FAHRER1_RUNDEN;FAHRER1_ZEIT;FAHRER2_NAME;FAHRER2_VORNAME;FAHRER2_ORT;FAHRER2_SPONSOR;FAHRER2_LIZENZ;FAHRER2_NATION;FAHRER2_PUNKTEWERTUNG;FAHRER2_SPONSORLIZENZ;FAHRER2_RUNDEN;FAHRER2_ZEIT;FAHRER3_NAME;FAHRER3_VORNAME;FAHRER3_ORT;FAHRER3_SPONSOR;FAHRER3_LIZENZ;FAHRER3_NATION;FAHRER3_PUNKTEWERTUNG;FAHRER3_SPONSORLIZENZ;FAHRER3_RUNDEN;FAHRER3_ZEIT;FAHRER4_NAME;FAHRER4_VORNAME;FAHRER4_ORT;FAHRER4_SPONSOR;FAHRER4_LIZENZ;FAHRER4_NATION;FAHRER4_PUNKTEWERTUNG;FAHRER4_SPONSORLIZENZ;FAHRER4_RUNDEN;FAHRER4_ZEIT;NATION;BEWERBER;TEAM;FAHRZEUG;RANG;KLASSENRANG;KLASSENRUECKSTAND;KLASSENGAP;GRUPPENRANG;GRUPPENRUECKSTAND;GRUPPENGAP;RUNDEN;SCHNELLSTE RUNDE;GESAMTZEIT;SEKUNDENWECHSEL;RUECKSTAND;GAP;PUNKTE;KLASSENPUNKTE;SCHNITT;SCHNELLSTE_IN_RUNDE;SCHNELLSTE_TAGESZEIT;SCHNELLSTE_SCHNITT;STATUS;KLASSE_GESTARTET;KLASSE_NICHTGESTARTET;KLASSE_GEWERTET;KLASSE_NICHTGEWERTET;GAST;KLASSE_SCHNELLSTE_STNR;KLASSE_SCHNELLSTE_ZEIT;KLASSE_SCHNELLSTE_NAME;KLASSE_SCHNELLSTE_VORNAME_NAME;KLASSE_SCHNELLSTE_SCHNITT;KLASSE_QUALIZEIT;GRUPPENBEZEICHNUNG;GRUPPE_GESTARTET;GRUPPE_GEWERTET;GRUPPE_NICHTGEWERTET;GRUPPE_SCHNELLSTE_STNR;GRUPPE_SCHNELLSTE_ZEIT;GRUPPE_SCHNELLSTE_NAME;GRUPPE_SCHNELLSTE_VORNAME_NAME;GRUPPE_SCHNELLSTE_SCHNITT;PROZENT;LETZTE_RUNDE;BOXENSTOPS;RUNDE_IN_BOX_1;BOXZEIT1;RUNDE_IN_BOX_2;BOXZEIT2;LQUALIZEIT;LQUALIRANG;LQUALIRANG_INVERT;ALTEZEIT;BEWERBERLIZENZ;HERSTELLER;AKTUELLERFAHRER;PUNKTE_POLE;PUNKTE_SCHNELLSTE;LEADINGLAPS_TOTAL;LEADINGLAPS_CLASS;STARTGRUPPE;KLASSE_VORLAEUFIG;STRAFZEITEN
0001;26;Gros;SP 9                                                        ;0000SP 9                                                        ;SP 9;;1;1;Grossmann;Björn;Oberndorf;;ITC-C1105015;CHE;;;;00.000;Trummer;Simon;Wallisellen;;248;CHE;J;;;00.000;Hirschi;Jonathan;Wallisellen;;INT-B 485;CHE;J;;;00.000;Ludwig;Luca;Wallisellen;;ITC-C1124151;CHE;J;;2;19:27:16.299;;octane126;PRO                                                         ;Ferrari 488 GT3 Evo20;1;1;;;1;;;2;8:09.469;8:09.469;Y;;;;;19:19:05;379;19:19:05;186.653;;19;0;19;0;0;26;8:09.469;Grossmann/Trummer/Hirschi/Ludwig;Grossmann/Trummer/Hirschi/Ludwig;186.653;;1;19;19;0;26;8:09.469;Grossmann/Trummer/Hirschi/Ludwig;Grossmann/Trummer/Hirschi/Ludwig;186.653;100.00;8:10.406;;;;;;00.000;13.;8.;;Serliana    ;Ferrari                       ;4;;;1;1;1;0;
0002;99;De P;SP 9                                                        ;0000SP 9                                                        ;SP 9;;1;1;De Phillippi;Connor;Cornelius, North Carolina;;INT B D3143-I-22 B;USA;J;;;00.000;Eng;Philipp;Sankt Lorenz;;Int B JA1353;AUT;J;;;00.000;Farfus;Augusto;Monaco;;ITA 003;MCO;J;;2;19:27:06.085;Yelloly;Nick;Solihull;;ITB195156;GBR;J;;;00.000;;ROWE RACING;PRO                                                         ;BMW M4 GT3;2;2;01.171;+01.171;2;01.171;+01.171;2;8:10.640;8:10.640;N;01.171;01.171;;;19:18:51;372;19:18:51;186.207;;19;0;19;0;0;26;8:09.469;Grossmann/Trummer/Hirschi/Ludwig;Grossmann/Trummer/Hirschi/Ludwig;186.653;;1;19;19;0;26;8:09.469;Grossmann/Trummer/Hirschi/Ludwig;Grossmann/Trummer/Hirschi/Ludwig;186.653;100.24 ;8:14.096;;;;;;00.000;11.;10.;;            ;BMW                           ;3;;;1;1;1;0;
0003;7;Jeff;SP 9                                                        ;0000SP 9                                                        ;SP 9;;1;1;Jefferies;Axcil;Montabaur;;INT A 1370/22;DEU;J;;;00.000;Pepper;Jordan;London;;INT B 04582;GBR;J;;2;19:28:17.186;Di Martino;Michele;Eitorf;;ITC-C1075806;DEU;J;;;00.000;Hackländer;Maximilian;Rüthen;;ITC-C1118702;DEU;J;;;00.000;;Konrad Motorsport GmbH;PRO-AM                                                      ;Lamborghini Huracan GT3;3;3;01.319;+00.148;3;01.319;+00.148;2;8:10.788;8:10.788;Y;01.319;00.148;;;19:28:17;593;19:28:17;186.151;;19;0;19;0;0;26;8:09.469;Grossmann/Trummer/Hirschi/Ludwig;Grossmann/Trummer/Hirschi/Ludwig;186.653;;1;19;19;0;26;8:09.469;Grossmann/Trummer/Hirschi/Ludwig;Grossmann/Trummer/Hirschi/Ludwig;186.653;100.27 ;8:10.788;;;;;;00.000;18.;3.;;            ;Lamborghini                   ;2;;;0;0;1;0;
0004;22;Haas;SP 9                                                        ;0000SP 9                                                        ;SP 9;;1;1;Haase;Christopher;Kulmbach;;ITA1113842;DEU;J;;2;19:28:11.115;Müller;Nico;Blumenstein;;498;CHE;J;;;00.000;Niederhauser;Patric;Kehrsatz;;IT-B1358;CHE;J;;;00.000;Rast;René;Bregenz;;ITA1046542;AUT;J;;;00.000;;Audi Sport Team Car Collection;PRO                                                         ;Audi R8 LMS GT3 Evo II;4;4;01.741;+00.422;4;01.741;+00.422;2;8:11.210;8:11.210;N;01.741;00.422;;;19:19:59;404;19:19:59;185.991;;19;0;19;0;0;26;8:09.469;Grossmann/Trummer/Hirschi/Ludwig;Grossmann/Trummer/Hirschi/Ludwig;186.653;;1;19;19;0;26;8:09.469;Grossmann/Trummer/Hirschi/Ludwig;Grossmann/Trummer/Hirschi/Ludwig;186.653;100.36 ;8:11.589;;;;;;00.000;15.;6.;;Lionspeed by;Audi                          ;1;;;0;0;1;0;
0005;16;Gier;SP 9                                                        ;0000SP 9                                                        ;SP 9;;1;1;Giermaziak;Jakub;Zaniemysl;;B,C0001 (PL);POL;J;;2;19:26:14.900;Schramm;Kim Luis;Wümbach;;ITC-C1107186;DEU;J;;;00.000;Beretta;Michele;Milano;;INT B 347027;ITA;J;;;00.000;Winkelhock;Markus;Zdimerice;;ITC-C1049643;DEU;J;;;00.000;;Scherer Sport Team Phoenix;PRO                                                         ;Audi R8 LMS GT3 Evo II;5;5;02.085;+00.344;5;02.085;+00.344;2;8:11.554;8:11.554;N;02.085;00.344;;;19:26:14;538;19:26:14;185.861;;19;0;19;0;0;26;8:09.469;Grossmann/Trummer/Hirschi/Ludwig;Grossmann/Trummer/Hirschi/Ludwig;186.653;;1;19;19;0;26;8:09.469;Grossmann/Trummer/Hirschi/Ludwig;Grossmann/Trummer/Hirschi/Ludwig;186.653;100.43 ;8:11.554;1;3;;0;;00.000;7.;14.;;            ;Audi                          ;1;;;1;1;1;0;
0006;72;Harp;SP 9                                                        ;0000SP 9                                                        ;SP 9;;1;1;Harper;Daniel;Belfast;;ITB233042;GBR;J;;2;19:27:01.239;Hesse;Max;Wernau;;ITB1124404;DEU;J;;;00.000;Verhagen;Neil;Mooresville;;D3956-I-22B;USA;J;;;00.000;;;;;;;;;;00.000;;BMW Junior Team;PRO                                                         ;BMW M4 GT3;6;6;02.089;+00.004;6;02.089;+00.004;2;8:11.558;8:11.558;N;02.089;00.004;;;19:18:46;371;19:18:46;185.860;;19;0;19;0;0;26;8:09.469;Grossmann/Trummer/Hirschi/Ludwig;Grossmann/Trummer/Hirschi/Ludwig;186.653;;1;19;19;0;26;8:09.469;Grossmann/Trummer/Hirschi/Ludwig;Grossmann/Trummer/Hirschi/Ludwig;186.653;100.43 ;8:14.319;1;3;;0;;00.000;9.;12.;;            ;BMW                           ;1;;;1;1;1;0;
0007;101;Krog;SP 9                                                        ;0000SP 9                                                        ;SP 9;;1;1;Krognes;Christian;Hamar;;ITC-C31791;NOR;J;;2;19:25:44.913;Soucek;Andy;Barcelona;;ITB0396-ESP;ESP;J;;;00.000;Trogen;Sami-Matti;Lohja;;IC34736337;FIN;J;;;00.000;Müller;Jörg;Tägerwilen;;ITA1057990;DEU;J;;;00.000;;Walkenhorst Motorsport;PRO                                                         ;BMW M4 GT3;7;7;02.376;+00.287;7;02.376;+00.287;2;8:11.845;8:11.845;N;02.376;00.287;;;19:17:31;334;19:17:31;185.751;;19;0;19;0;0;26;8:09.469;Grossmann/Trummer/Hirschi/Ludwig;Grossmann/Trummer/Hirschi/Ludwig;186.653;;1;19;19;0;26;8:09.469;Grossmann/Trummer/Hirschi/Ludwig;Grossmann/Trummer/Hirschi/Ludwig;186.653;100.49 ;8:12.975;1;3;;0;;00.000;1.;20.;;            ;BMW                           ;1;;;1;1;1;0;
0008;12;Marc;SP 9                                                        ;0000SP 9                                                        ;SP 9;;1;1;Marciello;Raffaele;Breganzona;;567;CHE;;;;00.000;Ellis;Philip;Baar;;462;CHE;J;;;00.000;Stolz;Luca;Brachbach;;ITB1101813;DEU;J;;2;19:26:39.711;;;;;;;;;;00.000;;Mercedes-AMG Team Bilstein;PRO                                                         ;Mercedes-AMG GT3;8;8;02.397;+00.021;8;02.397;+00.021;2;8:11.866;8:11.866;N;02.397;00.021;;;19:18:26;361;19:18:26;185.743;;19;0;19;0;0;26;8:09.469;Grossmann/Trummer/Hirschi/Ludwig;Grossmann/Trummer/Hirschi/Ludwig;186.653;;1;19;19;0;26;8:09.469;Grossmann/Trummer/Hirschi/Ludwig;Grossmann/Trummer/Hirschi/Ludwig;186.653;100.49 ;8:13.488;1;3;;0;;00.000;10.;11.;;by HRT      ;Mercedes-AMG                  ;3;;;0;0;1;0;
0009;25;Thys;SP 9                                                        ;0000SP 9                                                        ;SP 9;;1;1;Thyssen;Joachim;München;;ITC-C1065026;DEU;J;;;00.000;Rader;Klaus;München;;ITC-C1045103;DEU;J;;;00.000;Menzel;Nico;Kelberg;;ITC-C1117270;DEU;J;;2;19:29:23.204;Kern;Lars;Wiernsheim;;ITB1118088;DEU;J;;;00.000;;Huber Motorsport;PRO-AM                                                      ;Porsche 911 GT3R (991 II);9;9;02.459;+00.062;9;02.459;+00.062;2;8:11.928;8:11.928;Y;02.459;00.062;;;19:21:04;439;19:21:04;185.720;;19;0;19;0;0;26;8:09.469;Grossmann/Trummer/Hirschi/Ludwig;Grossmann/Trummer/Hirschi/Ludwig;186.653;;1;19;19;0;26;8:09.469;Grossmann/Trummer/Hirschi/Ludwig;Grossmann/Trummer/Hirschi/Ludwig;186.653;100.50 ;8:18.587;;;;;;00.000;19.;2.;;            ;Porsche                       ;3;;;0;0;1;0;
0010;6;Haup;SP 9                                                        ;0000SP 9                                                        ;SP 9;;1;1;Haupt;Hubert;München;;ITB1059620;DEU;;;;00.000;Dienst;Marvin;Lampertheim;;ITB1106777;DEU;J;;;00.000;Bastian;Nico;Ludwigsburg;;ITB1076611;DEU;J;;2;19:25:26.408;Piana;Gabriele;Lugano;;386645;CHE;J;;;00.000;;Mercedes-AMG Team Bilstein;PRO-AM                                                      ;Mercedes-AMG GT3;10;10;02.704;+00.245;10;02.704;+00.245;2;8:12.173;8:12.173;N;02.704;00.245;;;19:25:26;516;19:25:26;185.627;;19;0;19;0;0;26;8:09.469;Grossmann/Trummer/Hirschi/Ludwig;Grossmann/Trummer/Hirschi/Ludwig;186.653;;1;19;19;0;26;8:09.469;Grossmann/Trummer/Hirschi/Ludwig;Grossmann/Trummer/Hirschi/Ludwig;186.653;100.55 ;8:12.173;1;3;;0;;00.000;2.;19.;;by HRT      ;Mercedes-AMG                  ;3;;;1;1;1;0;
