INDEX;STNR;KUERZEL;KLASSE;KLASSESORT;KLASSE_NR;UNTERKLASSE;GRUPPE;GRUPPE_LANG;FAHRER1_NAME;FAHRER1_VORNAME;FAHRER1_ORT;FAHRER1_SPONSOR;FAHRER1_LIZENZ;FAHRER1_NATION;FAHRER1_PUNKTEWERTUNG;FAHRER1_SPONSORLIZENZ;FAHRER1_RUNDEN;FAHRER1_ZEIT;FAHRER2_NAME;FAHRER2_VORNAME;FAHRER2_ORT;FAHRER2_SPONSOR;FAHRER2_LIZENZ;FAHRER2_NATION;FAHRER2_PUNKTEWERTUNG;FAHRER2_SPONSORLIZENZ;FAHRER2_RUNDEN;FAHRER2_ZEIT;FAHRER3_NAME;FAHRER3_VORNAME;FAHRER3_ORT;FAHRER3_SPONSOR;FAHRER3_LIZENZ;FAHRER3_NATION;FAHRER3_PUNKTEWERTUNG;FAHRER3_SPONSORLIZENZ;FAHRER3_RUNDEN;FAHRER3_ZEIT;FAHRER4_NAME;FAHRER4_VORNAME;FAHRER4_ORT;FAHRER4_SPONSOR;FAHRER4_LIZENZ;FAHRER4_NATION;FAHRER4_PUNKTEWERTUNG;FAHRER4_SPONSORLIZENZ;FAHRER4_RUNDEN;FAHRER4_ZEIT;NATION;BEWERBER;TEAM;FAHRZEUG;RANG;KLASSENRANG;KLASSENRUECKSTAND;KLASSENGAP;GRUPPENRANG;GRUPPENRUECKSTAND;GRUPPENGAP;RUNDEN;SCHNELLSTE RUNDE;GESAMTZEIT;SEKUNDENWECHSEL;RUECKSTAND;GAP;PUNKTE;KLASSENPUNKTE;SCHNITT;SCHNELLSTE_IN_RUNDE;SCHNELLSTE_TAGESZEIT;SCHNELLSTE_SCHNITT;STATUS;KLASSE_GESTARTET;KLASSE_NICHTGESTARTET;KLASSE_GEWERTET;KLASSE_NICHTGEWERTET;GAST;KLASSE_SCHNELLSTE_STNR;KLASSE_SCHNELLSTE_ZEIT;KLASSE_SCHNELLSTE_NAME;KLASSE_SCHNELLSTE_VORNAME_NAME;KLASSE_SCHNELLSTE_SCHNITT;KLASSE_QUALIZEIT;GRUPPENBEZEICHNUNG;GRUPPE_GESTARTET;GRUPPE_GEWERTET;GRUPPE_NICHTGEWERTET;GRUPPE_SCHNELLSTE_STNR;GRUPPE_SCHNELLSTE_ZEIT;GRUPPE_SCHNELLSTE_NAME;GRUPPE_SCHNELLSTE_VORNAME_NAME;GRUPPE_SCHNELLSTE_SCHNITT;PROZENT;LETZTE_RUNDE;BOXENSTOPS;RUNDE_IN_BOX_1;BOXZEIT1;RUNDE_IN_BOX_2;BOXZEIT2;LQUALIZEIT;LQUALIRANG;LQUALIRANG_INVERT;ALTEZEIT;BEWERBERLIZENZ;HERSTELLER;AKTUELLERFAHRER;PUNKTE_POLE;PUNKTE_SCHNELLSTE;LEADINGLAPS_TOTAL;LEADINGLAPS_CLASS;STARTGRUPPE;KLASSE_VORLAEUFIG;STRAFZEITEN
0011;1;Chri;SP 9                                                        ;0000SP 9                                                        ;SP 9;;1;1;Christensen;Michael;Monaco;;INTB05635;GBR;J;;6;1:26:59.565;Estre;Kevin;Höchst;;INT-B171715;AUT;J;;;00.000;Makowiecki;Frédéric;Perpignan;;INT A 53130;FRA;J;;;00.000;Vanthoor;Laurens;Heusden-Zolder;;INT-B903410;BEL;J;;6;30:16:52.126;;Manthey-Racing GmbH;PRO                                                         ;Porsche 911 GT3R (991 II);11;10;02.820;+00.199;11;02.820;+00.199;20;8:17.591;8:17.591;N;02.820;00.199;;;14:40:37;3549;14:40:37;183.606;;33;0;33;0;0;98;8:14.771;Catsburg/Edwards/van der Linde/Wittmann;Catsburg/Edwards/van der Linde/Wittmann;184.653;9:53.725;1;68;68;0;98;8:14.771;Catsburg/Edwards/van der Linde/Wittmann;Catsburg/Edwards/van der Linde/Wittmann;184.653;100.57 ;8:41.886;14;0;;0;;;;;8:20.484;            ;Porsche                       ;1;;;0;0;1;0;
0012;20; Kro;SP 9                                                        ;0000SP 9                                                        ;SP 9;;1;1;Krohn;Jesse;Vantaa;;22196154;FIN;;;6;29:37:30.727;Sims;Alexander;Coughton Warwickshire;;ITB100396;GBR;J;;9;1:49:48.423;Klingmann;Jens;Tägerwillen;;ITC-C1049140;DEU;J;;;00.000;Krütten;Niklas;Trier;;ITB1135996;DEU;J;;;00.000;    ;Schubert Motorsport;PRO                                                         ;BMW M4 GT3;12;11;03.121;+00.301;12;03.121;+00.301;21;8:17.892;8:17.892;N;03.121;00.301;;;20:57:37;3929;20:57:37;183.495;;33;0;33;0;0;98;8:14.771;Catsburg/Edwards/van der Linde/Wittmann;Catsburg/Edwards/van der Linde/Wittmann;184.653;9:53.725;1;68;68;0;98;8:14.771;Catsburg/Edwards/van der Linde/Wittmann;Catsburg/Edwards/van der Linde/Wittmann;184.653;100.63 ;8:53.435;14;0;;0;;;;;8:17.892;            ;BMW                           ;2;;;0;0;1;0;
0013;706;Muts;SP-X                                                        ;0000SP-X                                                        ;SP-X;;1;1;Mutsch;Thomas;Bitburg;;ITC-C1056072;DEU;J;;;00.000;Fernandez Laser;Felipe;Leipzig;;ITB 1100050;DEU;J;;9;1:53:25.551;Mailleux;Franck;Rennes;;ICCA 144806;FRA;J;;3;29:10:40.717;Westbrook;Richard;Bath;;ITA54045;GBR;J;;;00.000;    ;Glickenhaus Racing LLC;PRO                                                         ;SCG 004c;13;2;01.108;+01.108;13;03.166;+00.045;17;8:17.937;8:17.937;N;03.166;00.045;;;15:04:42;6191;15:04:42;183.479;;3;0;3;0;0;116;8:16.829;Kofler/Siljehaug/Hofer/Heinemann;Kofler/Siljehaug/Hofer/Heinemann;183.888;9:56.194;1;68;68;0;98;8:14.771;Catsburg/Edwards/van der Linde/Wittmann;Catsburg/Edwards/van der Linde/Wittmann;184.653;100.64 ;8:17.937;19;0;;0;;;;;8:21.852;            ;SCG                           ;2;;;0;1;1;0;
0014;99;De P;SP 9                                                        ;0000SP 9                                                        ;SP 9;;1;1;De Phillippi;Connor;Cornelius, North Carolina;;INT B D3143-I-22 B;USA;J;;;00.000;Eng;Philipp;Sankt Lorenz;;Int B JA1353;AUT;J;;;00.000;Farfus;Augusto;Monaco;;ITA 003;MCO;J;;9;31:04:02.221;Yelloly;Nick;Solihull;;ITB195156;GBR;J;;;00.000;;ROWE RACING;PRO                                                         ;BMW M4 GT3;14;12;03.174;+00.053;14;03.174;+00.008;21;8:17.945;8:17.945;Y;03.174;00.008;;;15:04:40;6188;15:04:40;183.476;;33;0;33;0;0;98;8:14.771;Catsburg/Edwards/van der Linde/Wittmann;Catsburg/Edwards/van der Linde/Wittmann;184.653;9:53.725;1;68;68;0;98;8:14.771;Catsburg/Edwards/van der Linde/Wittmann;Catsburg/Edwards/van der Linde/Wittmann;184.653;100.64 ;8:17.945;12;0;;0;;;;;8:19.054;            ;BMW                           ;3;;;0;0;1;0;
0015;28;Enge;SP 9                                                        ;0000SP 9                                                        ;SP 9;;1;1;Engelhart;Christian;Starnberg;;ITC-C1075458;DEU;J;;;00.000;Cairoli;Matteo;Villa Guardia;;INT-B352500;ITA;J;;3;45:53.964;Ledogar;Come;Pusignan;;195977;FRA;J;;;00.000;Preining;Thomas;Krakow;;INT B JA2529;POL;J;;9;30:41:35.152;    ;DINAMIC MOTORSPORT SRL;PRO                                                         ;Porsche 911 GT3R (991 II);15;13;03.374;+00.200;15;03.374;+00.200;26;8:18.145;8:18.145;N;03.374;00.200;;;21:14:03;6318;21:14:03;183.402;;33;0;33;0;0;98;8:14.771;Catsburg/Edwards/van der Linde/Wittmann;Catsburg/Edwards/van der Linde/Wittmann;184.653;9:53.725;1;68;68;0;98;8:14.771;Catsburg/Edwards/van der Linde/Wittmann;Catsburg/Edwards/van der Linde/Wittmann;184.653;100.68 ;8:49.464;12;0;;0;;;;;8:18.145;            ;Porsche                       ;2;;;0;0;1;0;
0016;6;Haup;SP 9                                                        ;0000SP 9                                                        ;SP 9;;1;1;Haupt;Hubert;München;;ITB1059620;DEU;;;;00.000;Dienst;Marvin;Lampertheim;;ITB1106777;DEU;J;;3;41:52.197;Bastian;Nico;Ludwigsburg;;ITB1076611;DEU;J;;6;30:15:42.892;Piana;Gabriele;Lugano;;386645;CHE;J;;3;43:27.387;;Mercedes-AMG Team Bilstein;PRO-AM                                                      ;Mercedes-AMG GT3;16;14;03.508;+00.134;16;03.508;+00.134;24;8:18.279;8:18.279;N;03.508;00.134;;;14:48:34;4484;14:48:34;183.353;;33;0;33;0;0;98;8:14.771;Catsburg/Edwards/van der Linde/Wittmann;Catsburg/Edwards/van der Linde/Wittmann;184.653;9:53.725;1;68;68;0;98;8:14.771;Catsburg/Edwards/van der Linde/Wittmann;Catsburg/Edwards/van der Linde/Wittmann;184.653;100.71 ;8:52.571;11;0;;0;;;;;8:20.528;by HRT      ;Mercedes-AMG                  ;4;;;0;0;1;0;
0017;26;Gros;SP 9                                                        ;0000SP 9                                                        ;SP 9;;1;1;Grossmann;Björn;Oberndorf;;ITC-C1105015;CHE;;;;00.000;Trummer;Simon;Wallisellen;;248;CHE;J;;;00.000;Hirschi;Jonathan;Wallisellen;;INT-B 485;CHE;J;;;00.000;Ludwig;Luca;Wallisellen;;ITC-C1124151;CHE;J;;12;31:44:34.435;;octane126;PRO                                                         ;Ferrari 488 GT3 Evo20;17;15;03.602;+00.094;17;03.602;+00.094;20;8:18.373;8:18.373;N;03.602;00.094;;;14:40:20;3505;14:40:20;183.318;;33;0;33;0;0;98;8:14.771;Catsburg/Edwards/van der Linde/Wittmann;Catsburg/Edwards/van der Linde/Wittmann;184.653;9:53.725;1;68;68;0;98;8:14.771;Catsburg/Edwards/van der Linde/Wittmann;Catsburg/Edwards/van der Linde/Wittmann;184.653;100.73 ;8:43.369;14;0;;0;;;;;8:24.662;Serliana    ;Ferrari                       ;4;;;0;0;1;0;
0018;15;van ;SP 9                                                        ;0000SP 9                                                        ;SP 9;;1;1;Van der Linde;Kelvin;Kempten;;INT-B 03727;DEU;J;;9;1:58:05.901;Vanthoor;Dries;Hasselt;;903381;BEL;J;;6;29:22:09.982;Vervisch;Frederic;middelkerke;;ITBB900475;BEL;J;;;00.000;Frijns;Robin;Lanaken;;30271;BEL;J;;;00.000;    ;Audi Sport Team Phoenix;PRO                                                         ;Audi R8 LMS GT3 Evo II;18;16;03.880;+00.278;18;03.880;+00.278;20;8:18.651;8:18.651;N;03.880;00.278;;;14:30:43;2291;14:30:43;183.216;;33;0;33;0;0;98;8:14.771;Catsburg/Edwards/van der Linde/Wittmann;Catsburg/Edwards/van der Linde/Wittmann;184.653;9:53.725;1;68;68;0;98;8:14.771;Catsburg/Edwards/van der Linde/Wittmann;Catsburg/Edwards/van der Linde/Wittmann;184.653;100.78 ;8:43.966;16;0;;0;;;;;8:19.516;            ;Audi                          ;1;;;0;0;1;0;
0019;90;Sore;SP 9                                                        ;0000SP 9                                                        ;SP 9;;1;1;Sorensen;Marco;Monaco;;INT A 03438 (DK);MCO;J;;3;36:08.163;Thiim;Nicki;Niederalm;;INT-A 02368;DNK;J;;3;36:56.031;Pittard;David;Nideggen;;174582;DEU;J;;3;29:41:33.937;Martin;Maxime;Tervuren;;901749;BEL;J;;3;38:04.707;    ;TF Sport;PRO                                                         ;Aston Martin Vantage AMR GT3;19;17;04.144;+00.264;19;04.144;+00.264;29;8:18.915;8:18.915;Y;04.144;00.264;;;20:55:53;3706;20:55:53;183.119;;33;0;33;0;0;98;8:14.771;Catsburg/Edwards/van der Linde/Wittmann;Catsburg/Edwards/van der Linde/Wittmann;184.653;9:53.725;1;68;68;0;98;8:14.771;Catsburg/Edwards/van der Linde/Wittmann;Catsburg/Edwards/van der Linde/Wittmann;184.653;100.84 ;12:18.677;14;0;;0;;;;;8:18.915;            ;Aston Martin                  ;2;;;0;0;1;0;
0020;3;Chri;SP 9                                                        ;0000SP 9                                                        ;SP 9;;1;1;Christodoulou;Adam;London;;ITB 100838;GBR;J;;3;40:14.811;Götz;Maximilian;Uffenheim;;ITB1045239;DEU;J;;6;30:32:14.632;Schiller;Fabian;Troisdorf;;ITC-C1127224;DEU;J;;;00.000;;;;;;;;;;00.000;;Mercedes-AMG Team GetSpeed;PRO                                                         ;Mercedes-AMG GT3;20;18;04.278;+00.134;20;04.278;+00.134;17;8:19.049;8:19.049;N;04.278;00.134;;;14:40:09;3486;14:40:09;183.070;;33;0;33;0;0;98;8:14.771;Catsburg/Edwards/van der Linde/Wittmann;Catsburg/Edwards/van der Linde/Wittmann;184.653;9:53.725;1;68;68;0;98;8:14.771;Catsburg/Edwards/van der Linde/Wittmann;Catsburg/Edwards/van der Linde/Wittmann;184.653;100.86 ;13:24.937;12;0;;0;;;;;8:24.490;            ;Mercedes-AMG                  ;1;;;0;0;1;0;
0021;72;Harp;SP 9                                                        ;0000SP 9                                                        ;SP 9;;1;1;Harper;Daniel;Belfast;;ITB233042;GBR;J;;6;31:13:45.574;Hesse;Max;Wernau;;ITB1124404;DEU;J;;;00.000;Verhagen;Neil;Mooresville;;D3956-I-22B;USA;J;;;00.000;;;;;;;;;;00.000;;BMW Junior Team;PRO                                                         ;BMW M4 GT3;21;19;04.396;+00.118;21;04.396;+00.118;20;8:19.167;8:19.167;N;04.396;00.118;;;15:07:55;6454;15:07:55;183.027;;33;0;33;0;0;98;8:14.771;Catsburg/Edwards/van der Linde/Wittmann;Catsburg/Edwards/van der Linde/Wittmann;184.653;9:53.725;1;68;68;0;98;8:14.771;Catsburg/Edwards/van der Linde/Wittmann;Catsburg/Edwards/van der Linde/Wittmann;184.653;100.89 ;8:19.167;13;0;;0;;;;;8:20.287;            ;BMW                           ;1;;;0;0;1;0;
0022;4;Enge;SP 9                                                        ;0000SP 9                                                        ;SP 9;;1;1;Engel;Maro;Monaco;;ITB1048870;DEU;J;;3;28:51:56.713;Gounon;Jules;Alba-la-Romaine;;ICCB219548;FRA;J;;6;2:25:58.956;Juncadella;Daniel;Barcelona;;ITA-0023-ESP;ESP;J;;;00.000;;;;;;;;;;00.000;    ;Mercedes-AMG Team GetSpeed;PRO                                                         ;Mercedes-AMG GT3;22;20;04.529;+00.133;22;04.529;+00.133;23;8:19.300;8:19.300;N;04.529;00.133;;;12:55:47;3575;12:55:47;182.978;;33;0;33;0;0;98;8:14.771;Catsburg/Edwards/van der Linde/Wittmann;Catsburg/Edwards/van der Linde/Wittmann;184.653;9:53.725;1;68;68;0;98;8:14.771;Catsburg/Edwards/van der Linde/Wittmann;Catsburg/Edwards/van der Linde/Wittmann;184.653;100.92 ;8:38.232;15;0;;0;;;;;8:19.300;            ;Mercedes-AMG                  ;2;;;0;0;1;0;
