STNR;KUERZEL;FAHRER1_NAME;FAHRER1_VORNAME;FAHRER1_LIZENZ;FAHRER2_NAME;FAHRER2_VORNAME;FAHRER2_LIZENZ;FAHRER3_NAME;FAHRER3_VORNAME;FAHRER3_LIZENZ;FAHRER4_NAME;FAHRER4_VORNAME;FAHRER4_LIZENZ;NATION;BEWERBER;TEAM;FAHRZEUG;RUNDE;DURCHGANGSZEIT;TAGESZEIT;RUNDENZEIT;DIESCHNELLSTE;KLASSE;KLASSESORT;UNTERKLASSE;KLASSEKURZ;RUNDENZEIT_SEKUNDEN;BEWERBERLIZENZ;DRIVERID
4;Enge;Engel;Maro;ITB1048870;Gounon;Jules;ICCB219548;Juncadella;Daniel;ITA-0023-ESP;;;;Deut;Mercedes-AMG Team GetSpeed;PRO                                                         ;Mercedes-AMG GT3;3;13:04:11.861;13:04:11.861;8:24.390;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;504,390;            ;1
4;Enge;Engel;Maro;ITB1048870;Gounon;Jules;ICCB219548;Juncadella;Daniel;ITA-0023-ESP;;;;Deut;Mercedes-AMG Team GetSpeed;PRO                                                         ;Mercedes-AMG GT3;4;13:17:00.846;13:17:00.846;12:48.985;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;768,985;            ;3
4;Enge;Engel;Maro;ITB1048870;Gounon;Jules;ICCB219548;Juncadella;Daniel;ITA-0023-ESP;;;;Deut;Mercedes-AMG Team GetSpeed;PRO                                                         ;Mercedes-AMG GT3;5;13:25:25.383;13:25:25.383;8:24.537;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;504,537;            ;3
4;Enge;Engel;Maro;ITB1048870;Gounon;Jules;ICCB219548;Juncadella;Daniel;ITA-0023-ESP;;;;Deut;Mercedes-AMG Team GetSpeed;PRO                                                         ;Mercedes-AMG GT3;6;13:33:46.044;13:33:46.044;8:20.661;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;500,661;            ;3
4;Enge;Engel;Maro;ITB1048870;Gounon;Jules;ICCB219548;Juncadella;Daniel;ITA-0023-ESP;;;;Deut;Mercedes-AMG Team GetSpeed;PRO                                                         ;Mercedes-AMG GT3;7;13:46:34.250;13:46:34.250;12:48.206;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;768,206;            ;2
5;Kolb;Kolb;Vincent;ITC-C1138981;Stippler;Frank;ITC-C1039089;Feller;Ricardo;1239;Van der Linde;Kelvin;INT-B 03727;Deut;Scherer Sport Team Phoenix;PRO                                                         ;Audi R8 LMS GT3 Evo II;1;12:44:43.321;12:44:43.321;8:45.264;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;525,264;            ;2
5;Kolb;Kolb;Vincent;ITC-C1138981;Stippler;Frank;ITC-C1039089;Feller;Ricardo;1239;Van der Linde;Kelvin;INT-B 03727;Deut;Scherer Sport Team Phoenix;PRO                                                         ;Audi R8 LMS GT3 Evo II;2;12:53:23.862;12:53:23.862;8:40.541;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;520,541;            ;2
5;Kolb;Kolb;Vincent;ITC-C1138981;Stippler;Frank;ITC-C1039089;Feller;Ricardo;1239;Van der Linde;Kelvin;INT-B 03727;Deut;Scherer Sport Team Phoenix;PRO                                                         ;Audi R8 LMS GT3 Evo II;3;13:11:48.353;13:11:48.353;8:40.569;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;520,569;            ;1
5;Kolb;Kolb;Vincent;ITC-C1138981;Stippler;Frank;ITC-C1039089;Feller;Ricardo;1239;Van der Linde;Kelvin;INT-B 03727;Deut;Scherer Sport Team Phoenix;PRO                                                         ;Audi R8 LMS GT3 Evo II;4;13:20:16.056;13:20:16.056;8:27.703;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;507,703;            ;1
5;Kolb;Kolb;Vincent;ITC-C1138981;Stippler;Frank;ITC-C1039089;Feller;Ricardo;1239;Van der Linde;Kelvin;INT-B 03727;Deut;Scherer Sport Team Phoenix;PRO                                                         ;Audi R8 LMS GT3 Evo II;5;13:36:00.260;13:36:00.260;8:23.590;J;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;503,590;            ;3
5;Kolb;Kolb;Vincent;ITC-C1138981;Stippler;Frank;ITC-C1039089;Feller;Ricardo;1239;Van der Linde;Kelvin;INT-B 03727;Deut;Scherer Sport Team Phoenix;PRO                                                         ;Audi R8 LMS GT3 Evo II;6;13:44:45.003;13:44:45.003;8:44.743;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;524,743;            ;3
6;Haup;Haupt;Hubert;ITB1059620;Dienst;Marvin;ITB1106777;Bastian;Nico;ITB1076611;Piana;Gabriele;386645;Deut;Mercedes-AMG Team Bilstein;PRO-AM                                                      ;Mercedes-AMG GT3;1;12:41:03.529;12:41:03.529;8:27.850;J;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;507,850;            ;3
6;Haup;Haupt;Hubert;ITB1059620;Dienst;Marvin;ITB1106777;Bastian;Nico;ITB1076611;Piana;Gabriele;386645;Deut;Mercedes-AMG Team Bilstein;PRO-AM                                                      ;Mercedes-AMG GT3;2;12:49:41.676;12:49:41.676;8:38.147;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;518,147;            ;3
6;Haup;Haupt;Hubert;ITB1059620;Dienst;Marvin;ITB1106777;Bastian;Nico;ITB1076611;Piana;Gabriele;386645;Deut;Mercedes-AMG Team Bilstein;PRO-AM                                                      ;Mercedes-AMG GT3;3;13:05:13.913;13:05:13.913;8:40.270;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;520,270;            ;4
6;Haup;Haupt;Hubert;ITB1059620;Dienst;Marvin;ITB1106777;Bastian;Nico;ITB1076611;Piana;Gabriele;386645;Deut;Mercedes-AMG Team Bilstein;PRO-AM                                                      ;Mercedes-AMG GT3;4;13:13:52.362;13:13:52.362;8:38.449;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;518,449;            ;4
6;Haup;Haupt;Hubert;ITB1059620;Dienst;Marvin;ITB1106777;Bastian;Nico;ITB1076611;Piana;Gabriele;386645;Deut;Mercedes-AMG Team Bilstein;PRO-AM                                                      ;Mercedes-AMG GT3;5;13:22:23.199;13:22:23.199;8:30.837;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;510,837;            ;4
6;Haup;Haupt;Hubert;ITB1059620;Dienst;Marvin;ITB1106777;Bastian;Nico;ITB1076611;Piana;Gabriele;386645;Deut;Mercedes-AMG Team Bilstein;PRO-AM                                                      ;Mercedes-AMG GT3;6;13:37:46.433;13:37:46.433;8:33.766;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;513,766;            ;2
6;Haup;Haupt;Hubert;ITB1059620;Dienst;Marvin;ITB1106777;Bastian;Nico;ITB1076611;Piana;Gabriele;386645;Deut;Mercedes-AMG Team Bilstein;PRO-AM                                                      ;Mercedes-AMG GT3;7;13:46:39.086;13:46:39.086;8:52.653;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;532,653;            ;2
7;Jeff;Jefferies;Axcil;INT A 1370/22;Pepper;Jordan;INT B 04582;Di Martino;Michele;ITC-C1075806;Hackländer;Maximilian;ITC-C1118702;Deut;Konrad Motorsport GmbH;PRO-AM                                                      ;Lamborghini Huracan GT3;1;13:17:18.609;13:17:18.609;8:28.704;J;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;508,704;            ;2
7;Jeff;Jefferies;Axcil;INT A 1370/22;Pepper;Jordan;INT B 04582;Di Martino;Michele;ITC-C1075806;Hackländer;Maximilian;ITC-C1118702;Deut;Konrad Motorsport GmbH;PRO-AM                                                      ;Lamborghini Huracan GT3;2;13:32:33.277;13:32:33.277;8:36.930;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;516,930;            ;4
7;Jeff;Jefferies;Axcil;INT A 1370/22;Pepper;Jordan;INT B 04582;Di Martino;Michele;ITC-C1075806;Hackländer;Maximilian;ITC-C1118702;Deut;Konrad Motorsport GmbH;PRO-AM                                                      ;Lamborghini Huracan GT3;3;13:41:05.695;13:41:05.695;8:32.418;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;512,418;            ;4
10;Yerl;Yerly;Frédéric;CHIC1409;Schaller;Marek;ITC-C1151363;Hammel;Heiko;ITC-C1048944;Wasel;Matthias;ITC-C1097045;Schw;Max Kruse Racing;PRO-AM                                                      ;Volkswagen Golf GTI TCR;1;13:03:23.809;13:03:23.809;9:27.976;N;SP 3T                                                       ;0000SP 3T                                                       ;;SP 3T   ;567,976;            ;1
10;Yerl;Yerly;Frédéric;CHIC1409;Schaller;Marek;ITC-C1151363;Hammel;Heiko;ITC-C1048944;Wasel;Matthias;ITC-C1097045;Schw;Max Kruse Racing;PRO-AM                                                      ;Volkswagen Golf GTI TCR;2;13:12:51.786;13:12:51.786;9:27.977;N;SP 3T                                                       ;0000SP 3T                                                       ;;SP 3T   ;567,977;            ;1
10;Yerl;Yerly;Frédéric;CHIC1409;Schaller;Marek;ITC-C1151363;Hammel;Heiko;ITC-C1048944;Wasel;Matthias;ITC-C1097045;Schw;Max Kruse Racing;PRO-AM                                                      ;Volkswagen Golf GTI TCR;3;13:28:03.825;13:28:03.825;9:27.979;N;SP 3T                                                       ;0000SP 3T                                                       ;;SP 3T   ;567,979;            ;2
10;Yerl;Yerly;Frédéric;CHIC1409;Schaller;Marek;ITC-C1151363;Hammel;Heiko;ITC-C1048944;Wasel;Matthias;ITC-C1097045;Schw;Max Kruse Racing;PRO-AM                                                      ;Volkswagen Golf GTI TCR;4;13:37:20.077;13:37:20.077;9:16.252;J;SP 3T                                                       ;0000SP 3T                                                       ;;SP 3T   ;556,252;            ;2
11;Erha;Erhart;Elia;ITC-C1111799;Heimrich;Michael;ITC-C1124541;Kaffer;Pierre;ITC-C1054157;Klasen;Arno;ITC-C1063634;Deut;Twin Busch by équipe vitesse;PRO-AM                                                      ;Audi R8 LMS GT3 Evo II;1;13:03:41.709;13:03:41.709;8:50.019;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;530,019;            ;3
11;Erha;Erhart;Elia;ITC-C1111799;Heimrich;Michael;ITC-C1124541;Kaffer;Pierre;ITC-C1054157;Klasen;Arno;ITC-C1063634;Deut;Twin Busch by équipe vitesse;PRO-AM                                                      ;Audi R8 LMS GT3 Evo II;2;13:12:31.185;13:12:31.185;8:49.476;J;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;529,476;            ;3
11;Erha;Erhart;Elia;ITC-C1111799;Heimrich;Michael;ITC-C1124541;Kaffer;Pierre;ITC-C1054157;Klasen;Arno;ITC-C1063634;Deut;Twin Busch by équipe vitesse;PRO-AM                                                      ;Audi R8 LMS GT3 Evo II;3;13:32:16.244;13:32:16.244;9:08.724;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;548,724;            ;2
11;Erha;Erhart;Elia;ITC-C1111799;Heimrich;Michael;ITC-C1124541;Kaffer;Pierre;ITC-C1054157;Klasen;Arno;ITC-C1063634;Deut;Twin Busch by équipe vitesse;PRO-AM                                                      ;Audi R8 LMS GT3 Evo II;4;13:41:09.188;13:41:09.188;8:52.944;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;532,944;            ;2
12;Marc;Marciello;Raffaele;567;Ellis;Philip;462;Stolz;Luca;ITB1101813;;;;Schw;Mercedes-AMG Team Bilstein;PRO                                                         ;Mercedes-AMG GT3;1;13:00:24.209;13:00:24.209;8:27.360;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;507,360;            ;3
12;Marc;Marciello;Raffaele;567;Ellis;Philip;462;Stolz;Luca;ITB1101813;;;;Schw;Mercedes-AMG Team Bilstein;PRO                                                         ;Mercedes-AMG GT3;2;13:20:34.886;13:20:34.886;8:18.599;J;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;498,599;            ;3
12;Marc;Marciello;Raffaele;567;Ellis;Philip;462;Stolz;Luca;ITB1101813;;;;Schw;Mercedes-AMG Team Bilstein;PRO                                                         ;Mercedes-AMG GT3;3;13:35:44.826;13:35:44.826;8:26.757;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;506,757;            ;1
12;Marc;Marciello;Raffaele;567;Ellis;Philip;462;Stolz;Luca;ITB1101813;;;;Schw;Mercedes-AMG Team Bilstein;PRO                                                         ;Mercedes-AMG GT3;4;13:44:25.580;13:44:25.580;8:40.754;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;520,754;            ;1
13;Albr;Albrecht;Bernd;ITC-C1071495;Asch;Sebastian;ITC-C1097845;Ecke;Kurt;ITC-C1037978;Sczepansky;Andreas;ITC-C1113392;Deut;;PRO                                                         ;Dodge  Viper CC GT3;1;12:57:29.452;12:57:29.452;8:58.003;N;AT                                                          ;0000AT                                                          ;;AT      ;538,003;            ;2
13;Albr;Albrecht;Bernd;ITC-C1071495;Asch;Sebastian;ITC-C1097845;Ecke;Kurt;ITC-C1037978;Sczepansky;Andreas;ITC-C1113392;Deut;;PRO                                                         ;Dodge  Viper CC GT3;2;13:06:39.537;13:06:39.537;9:10.085;N;AT                                                          ;0000AT                                                          ;;AT      ;550,085;            ;2
13;Albr;Albrecht;Bernd;ITC-C1071495;Asch;Sebastian;ITC-C1097845;Ecke;Kurt;ITC-C1037978;Sczepansky;Andreas;ITC-C1113392;Deut;;PRO                                                         ;Dodge  Viper CC GT3;3;13:25:38.708;13:25:38.708;8:49.156;J;AT                                                          ;0000AT                                                          ;;AT      ;529,156;            ;2
13;Albr;Albrecht;Bernd;ITC-C1071495;Asch;Sebastian;ITC-C1097845;Ecke;Kurt;ITC-C1037978;Sczepansky;Andreas;ITC-C1113392;Deut;;PRO                                                         ;Dodge  Viper CC GT3;4;13:34:33.902;13:34:33.902;8:55.194;N;AT                                                          ;0000AT                                                          ;;AT      ;535,194;            ;2
14;Kohl;Kohlhaas;Christian;ITC-C1039674;Foster;Nicholas;AUITB311862;Szymkowiak;Jules;NL ITB 33191;Bleekemolen;Jeroen;INT A NL1278;Deut;racing one GmbH;PRO-AM                                                      ;Ferrari 488 GT3 Evo18;1;13:01:30.202;13:01:30.202;8:40.059;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;520,059;            ;4
14;Kohl;Kohlhaas;Christian;ITC-C1039674;Foster;Nicholas;AUITB311862;Szymkowiak;Jules;NL ITB 33191;Bleekemolen;Jeroen;INT A NL1278;Deut;racing one GmbH;PRO-AM                                                      ;Ferrari 488 GT3 Evo18;2;13:10:03.869;13:10:03.869;8:33.667;J;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;513,667;            ;4
14;Kohl;Kohlhaas;Christian;ITC-C1039674;Foster;Nicholas;AUITB311862;Szymkowiak;Jules;NL ITB 33191;Bleekemolen;Jeroen;INT A NL1278;Deut;racing one GmbH;PRO-AM                                                      ;Ferrari 488 GT3 Evo18;3;13:18:38.498;13:18:38.498;8:34.629;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;514,629;            ;4
14;Kohl;Kohlhaas;Christian;ITC-C1039674;Foster;Nicholas;AUITB311862;Szymkowiak;Jules;NL ITB 33191;Bleekemolen;Jeroen;INT A NL1278;Deut;racing one GmbH;PRO-AM                                                      ;Ferrari 488 GT3 Evo18;4;13:40:27.398;13:40:27.398;8:46.625;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;526,625;            ;4
14;Kohl;Kohlhaas;Christian;ITC-C1039674;Foster;Nicholas;AUITB311862;Szymkowiak;Jules;NL ITB 33191;Bleekemolen;Jeroen;INT A NL1278;Deut;racing one GmbH;PRO-AM                                                      ;Ferrari 488 GT3 Evo18;5;13:49:15.346;13:49:15.346;8:47.948;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;527,948;            ;4
15;van ;Van der Linde;Kelvin;INT-B 03727;Vanthoor;Dries;903381;Vervisch;Frederic;ITBB900475;Frijns;Robin;30271;Deut;Audi Sport Team Phoenix;PRO                                                         ;Audi R8 LMS GT3 Evo II;1;12:40:47.959;12:40:47.959;8:22.740;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;502,740;            ;0
15;van ;Van der Linde;Kelvin;INT-B 03727;Vanthoor;Dries;903381;Vervisch;Frederic;ITBB900475;Frijns;Robin;30271;Deut;Audi Sport Team Phoenix;PRO                                                         ;Audi R8 LMS GT3 Evo II;2;12:49:07.475;12:49:07.475;8:19.516;J;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;499,516;            ;0
15;van ;Van der Linde;Kelvin;INT-B 03727;Vanthoor;Dries;903381;Vervisch;Frederic;ITBB900475;Frijns;Robin;30271;Deut;Audi Sport Team Phoenix;PRO                                                         ;Audi R8 LMS GT3 Evo II;3;13:03:09.964;13:03:09.964;8:28.670;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;508,670;            ;5
15;van ;Van der Linde;Kelvin;INT-B 03727;Vanthoor;Dries;903381;Vervisch;Frederic;ITBB900475;Frijns;Robin;30271;Deut;Audi Sport Team Phoenix;PRO                                                         ;Audi R8 LMS GT3 Evo II;4;13:11:38.562;13:11:38.562;8:28.598;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;508,598;            ;3
15;van ;Van der Linde;Kelvin;INT-B 03727;Vanthoor;Dries;903381;Vervisch;Frederic;ITBB900475;Frijns;Robin;30271;Deut;Audi Sport Team Phoenix;PRO                                                         ;Audi R8 LMS GT3 Evo II;5;13:25:25.712;13:25:25.712;8:25.729;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;505,729;            ;3
15;van ;Van der Linde;Kelvin;INT-B 03727;Vanthoor;Dries;903381;Vervisch;Frederic;ITBB900475;Frijns;Robin;30271;Deut;Audi Sport Team Phoenix;PRO                                                         ;Audi R8 LMS GT3 Evo II;6;13:33:45.785;13:33:45.785;8:20.073;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;500,073;            ;3
15;van ;Van der Linde;Kelvin;INT-B 03727;Vanthoor;Dries;903381;Vervisch;Frederic;ITBB900475;Frijns;Robin;30271;Deut;Audi Sport Team Phoenix;PRO                                                         ;Audi R8 LMS GT3 Evo II;7;13:49:23.015;13:49:23.015;8:31.754;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;511,754;            ;3
16;Gier;Giermaziak;Jakub;B,C0001 (PL);Schramm;Kim Luis;ITC-C1107186;Beretta;Michele;INT B 347027;Winkelhock;Markus;ITC-C1049643;Pole;Scherer Sport Team Phoenix;PRO                                                         ;Audi R8 LMS GT3 Evo II;1;13:08:11.045;13:08:11.045;8:27.762;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;507,762;            ;4
16;Gier;Giermaziak;Jakub;B,C0001 (PL);Schramm;Kim Luis;ITC-C1107186;Beretta;Michele;INT B 347027;Winkelhock;Markus;ITC-C1049643;Pole;Scherer Sport Team Phoenix;PRO                                                         ;Audi R8 LMS GT3 Evo II;2;13:16:56.198;13:16:56.198;8:45.153;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;525,153;            ;4
16;Gier;Giermaziak;Jakub;B,C0001 (PL);Schramm;Kim Luis;ITC-C1107186;Beretta;Michele;INT B 347027;Winkelhock;Markus;ITC-C1049643;Pole;Scherer Sport Team Phoenix;PRO                                                         ;Audi R8 LMS GT3 Evo II;3;13:37:38.664;13:37:38.664;8:21.555;J;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;501,555;            ;1
16;Gier;Giermaziak;Jakub;B,C0001 (PL);Schramm;Kim Luis;ITC-C1107186;Beretta;Michele;INT B 347027;Winkelhock;Markus;ITC-C1049643;Pole;Scherer Sport Team Phoenix;PRO                                                         ;Audi R8 LMS GT3 Evo II;4;13:46:23.666;13:46:23.666;8:45.002;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;525,002;            ;1
18;Olse;Olsen;Dennis;ITB 33349;Bamber;Earl;Int A 051713X;Tandy;Nick;ITB 160875;;;;Norw;KCMG;PRO                                                         ;Porsche 911 GT3R (991 II);1;12:49:48.332;12:49:48.332;8:37.955;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;517,955;            ;3
18;Olse;Olsen;Dennis;ITB 33349;Bamber;Earl;Int A 051713X;Tandy;Nick;ITB 160875;;;;Norw;KCMG;PRO                                                         ;Porsche 911 GT3R (991 II);2;12:58:07.905;12:58:07.905;8:19.573;J;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;499,573;            ;2
18;Olse;Olsen;Dennis;ITB 33349;Bamber;Earl;Int A 051713X;Tandy;Nick;ITB 160875;;;;Norw;KCMG;PRO                                                         ;Porsche 911 GT3R (991 II);3;13:15:23.537;13:15:23.537;8:32.769;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;512,769;            ;1
18;Olse;Olsen;Dennis;ITB 33349;Bamber;Earl;Int A 051713X;Tandy;Nick;ITB 160875;;;;Norw;KCMG;PRO                                                         ;Porsche 911 GT3R (991 II);4;13:32:25.277;13:32:25.277;8:31.302;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;511,302;            ;1
18;Olse;Olsen;Dennis;ITB 33349;Bamber;Earl;Int A 051713X;Tandy;Nick;ITB 160875;;;;Norw;KCMG;PRO                                                         ;Porsche 911 GT3R (991 II);5;13:47:17.457;13:47:17.457;8:54.220;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;534,220;            ;3
20;Kurk;Kurki-Suonio (Krohn);Jesse;22196154;Sims;Alexander;ITB100396;Klingmann;Jens;ITC-C1049140;Krütten;Niklas;ITB1135996;Finn;Schubert Motorsport;PRO                                                         ;BMW M4 GT3;1;13:36:37.504;13:36:37.504;8:28.610;J;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;508,610;            ;1
20;Kurk;Kurki-Suonio (Krohn);Jesse;22196154;Sims;Alexander;ITB100396;Klingmann;Jens;ITC-C1049140;Krütten;Niklas;ITB1135996;Finn;Schubert Motorsport;PRO                                                         ;BMW M4 GT3;2;13:45:12.206;13:45:12.206;8:34.702;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;514,702;            ;1
22;Haas;Haase;Christopher;ITA1113842;Müller;Nico;498;Niederhauser;Patric;IT-B1358;Rast;René;ITA1046542;Deut;Audi Sport Team Car Collection;PRO                                                         ;Audi R8 LMS GT3 Evo II;1;13:00:25.944;13:00:25.944;8:22.131;J;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;502,131;            ;1
22;Haas;Haase;Christopher;ITA1113842;Müller;Nico;498;Niederhauser;Patric;IT-B1358;Rast;René;ITA1046542;Deut;Audi Sport Team Car Collection;PRO                                                         ;Audi R8 LMS GT3 Evo II;2;13:08:57.992;13:08:57.992;8:32.048;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;512,048;            ;1
22;Haas;Haase;Christopher;ITA1113842;Müller;Nico;498;Niederhauser;Patric;IT-B1358;Rast;René;ITA1046542;Deut;Audi Sport Team Car Collection;PRO                                                         ;Audi R8 LMS GT3 Evo II;3;13:23:02.542;13:23:02.542;8:27.317;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;507,317;            ;4
22;Haas;Haase;Christopher;ITA1113842;Müller;Nico;498;Niederhauser;Patric;IT-B1358;Rast;René;ITA1046542;Deut;Audi Sport Team Car Collection;PRO                                                         ;Audi R8 LMS GT3 Evo II;4;13:31:30.773;13:31:30.773;8:28.231;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;508,231;            ;4
