STNR;KUERZEL;FAHRER1_NAME;FAHRER1_VORNAME;FAHRER1_LIZENZ;FAHRER2_NAME;FAHRER2_VORNAME;FAHRER2_LIZENZ;FAHRER3_NAME;FAHRER3_VORNAME;FAHRER3_LIZENZ;FAHRER4_NAME;FAHRER4_VORNAME;FAHRER4_LIZENZ;NATION;BEWERBER;TEAM;FAHRZEUG;RUNDE;DURCHGANGSZEIT;TAGESZEIT;RUNDENZEIT;DIESCHNELLSTE;KLASSE;KLASSESORT;UNTERKLASSE;KLASSEKURZ;RUNDENZEIT_SEKUNDEN;BEWERBERLIZENZ;DRIVERID
135;Chrz;Chrzanowski;Robin;ITC-C1050422;Jodexnis;Kersten;ITC1065062;Scharmach;Peter;061670X;Koch;Max;ITC-C1099186;DEU ;Clickversicherung Team;PRO-AM                                                      ;Porsche 911 GT3 Cup (992);4;15:14:44.621;15:14:44.621;9:19.189;N;Cup 2                                                       ;0000Cup 2                                                       ;;Cup 2   ;559,189;            ;3
143;Lies;Liesenfeld;Ralph;ITC-C1109903;Klingmann;Raphael;ITC-C1135944;Erpenbach;Carsten;ITC-C1060123;Eis;Philipp;INTC-C1049151;DEU ;MSC Sinzig e.V. im ADAC;PRO-AM                                                      ;VW  Golf 3 16V - SR;1;14:43:49.809;14:43:49.809;11:00.953;J;SP 3                                                        ;0000SP 3                                                        ;;SP 3    ;660,953;            ;3
143;Lies;Liesenfeld;Ralph;ITC-C1109903;Klingmann;Raphael;ITC-C1135944;Erpenbach;Carsten;ITC-C1060123;Eis;Philipp;INTC-C1049151;DEU ;MSC Sinzig e.V. im ADAC;PRO-AM                                                      ;VW  Golf 3 16V - SR;2;15:02:11.474;15:02:11.474;11:19.692;N;SP 3                                                        ;0000SP 3                                                        ;;SP 3    ;679,692;            ;2
143;Lies;Liesenfeld;Ralph;ITC-C1109903;Klingmann;Raphael;ITC-C1135944;Erpenbach;Carsten;ITC-C1060123;Eis;Philipp;INTC-C1049151;DEU ;MSC Sinzig e.V. im ADAC;PRO-AM                                                      ;VW  Golf 3 16V - SR;3;15:14:06.346;15:14:06.346;11:54.872;N;SP 3                                                        ;0000SP 3                                                        ;;SP 3    ;714,872;            ;2
161;Brod;Brodmerkel;Stephan;ITC-C1172619;Kraihamer;Laura;JA1609;Schöll;Constantin;JA2427;Still;Hendrik;ITC-C1082991;DEU ;Teichmann Racing GmbH;PRO-AM                                                      ;KTM X-BOW GTX;1;14:35:07.049;14:35:07.049;9:18.686;J;Cup-X                                                       ;0000Cup-X                                                       ;;Cup-X   ;558,686;            ;4
161;Brod;Brodmerkel;Stephan;ITC-C1172619;Kraihamer;Laura;JA1609;Schöll;Constantin;JA2427;Still;Hendrik;ITC-C1082991;DEU ;Teichmann Racing GmbH;PRO-AM                                                      ;KTM X-BOW GTX;2;14:52:13.862;14:52:13.862;10:30.746;N;Cup-X                                                       ;0000Cup-X                                                       ;;Cup-X   ;630,746;            ;1
161;Brod;Brodmerkel;Stephan;ITC-C1172619;Kraihamer;Laura;JA1609;Schöll;Constantin;JA2427;Still;Hendrik;ITC-C1082991;DEU ;Teichmann Racing GmbH;PRO-AM                                                      ;KTM X-BOW GTX;3;15:13:09.930;15:13:09.930;9:31.466;N;Cup-X                                                       ;0000Cup-X                                                       ;;Cup-X   ;571,466;            ;3
162;Amwe;Amweg;Manuel;ITC-C985;Sandtler;Tim;ITC-C1045728;Wolf;Florian;ITC-C1079940;Adorf;Dirk;ITC-C1063471;CHE ;Teichmann Racing GmbH;PRO-AM                                                      ;KTM X-BOW GTX;1;14:41:21.796;14:41:21.796;8:50.209;J;Cup-X                                                       ;0000Cup-X                                                       ;;Cup-X   ;530,209;            ;2
162;Amwe;Amweg;Manuel;ITC-C985;Sandtler;Tim;ITC-C1045728;Wolf;Florian;ITC-C1079940;Adorf;Dirk;ITC-C1063471;CHE ;Teichmann Racing GmbH;PRO-AM                                                      ;KTM X-BOW GTX;2;14:58:51.112;14:58:51.112;9:14.382;N;Cup-X                                                       ;0000Cup-X                                                       ;;Cup-X   ;554,382;            ;1
162;Amwe;Amweg;Manuel;ITC-C985;Sandtler;Tim;ITC-C1045728;Wolf;Florian;ITC-C1079940;Adorf;Dirk;ITC-C1063471;CHE ;Teichmann Racing GmbH;PRO-AM                                                      ;KTM X-BOW GTX;3;15:13:54.173;15:13:54.173;9:30.934;N;Cup-X                                                       ;0000Cup-X                                                       ;;Cup-X   ;570,934;            ;1
200;Krol;Kroll;Michael;CH ITC-207;Kroll;Martin;CH ITC201;Prinz;Chantal;ITC-C.351;Prinz;Alexander;ITC-C1044502;CHE ;Hofor Racing;PRO-AM                                                      ;BMW M3 e46 GTR;1;14:43:26.300;14:43:26.300;9:29.140;J;SP 6                                                        ;0000SP 6                                                        ;;SP 6    ;569,140;            ;4
220;Schr;Schreiner;Carrie;ITB1139615;Martin;Celia;ITC-C1178900;Wohlwend;Fabienne;1153;Mann;Pippa;D3068-U-22 B;DEU ;GITI TIRE MOTORSPORT BY WS RACING;PRO-AM                                                      ;BMW M4 GT4;1;15:10:07.452;15:10:07.452;9:42.528;J;SP 8T                                                       ;0000SP 8T                                                       ;;SP 8T   ;582,528;            ;3
223;Jahn;Jahn;Axel;ITC-C1119485;Schmidt;Ulrich;ITC1181769;Hinzer;Robert;ITC-C1110283;Wolzenburg;Lutz;ITC-C1061967;DEU ;GITI TIRE MOTORSPORT BY WS RACING;PRO-AM                                                      ;Volkswagen Golf VII Au;1;14:33:43.082;14:33:43.082;11:02.225;N;VT2 Front                                                   ;0000VT2 Front                                                   ;;VT2 Fron;662,225;            ;4
223;Jahn;Jahn;Axel;ITC-C1119485;Schmidt;Ulrich;ITC1181769;Hinzer;Robert;ITC-C1110283;Wolzenburg;Lutz;ITC-C1061967;DEU ;GITI TIRE MOTORSPORT BY WS RACING;PRO-AM                                                      ;Volkswagen Golf VII Au;2;14:44:29.074;14:44:29.074;10:45.992;N;VT2 Front                                                   ;0000VT2 Front                                                   ;;VT2 Fron;645,992;            ;4
223;Jahn;Jahn;Axel;ITC-C1119485;Schmidt;Ulrich;ITC1181769;Hinzer;Robert;ITC-C1110283;Wolzenburg;Lutz;ITC-C1061967;DEU ;GITI TIRE MOTORSPORT BY WS RACING;PRO-AM                                                      ;Volkswagen Golf VII Au;3;15:03:42.523;15:03:42.523;10:43.049;J;VT2 Front                                                   ;0000VT2 Front                                                   ;;VT2 Fron;643,049;            ;4
223;Jahn;Jahn;Axel;ITC-C1119485;Schmidt;Ulrich;ITC1181769;Hinzer;Robert;ITC-C1110283;Wolzenburg;Lutz;ITC-C1061967;DEU ;GITI TIRE MOTORSPORT BY WS RACING;PRO-AM                                                      ;Volkswagen Golf VII Au;4;15:14:45.480;15:14:45.480;11:02.957;N;VT2 Front                                                   ;0000VT2 Front                                                   ;;VT2 Fron;662,957;            ;4
224;Meye;Meyer;Olaf;ITC-C1067062;Theiß;Hans Joachim;ITD-C1203380;Wagner;Bernhard;JA1737;Kroner;Heinz Jürgen;ITC-C1162658;DEU ;Team Sorg Rennsport;PRO-AM                                                      ;BMW 330i;1;14:26:43.864;14:26:43.864;11:58.523;N;VT2 Hecka                                                   ;0000VT2 Hecka                                                   ;;VT2 Heck;718,523;            ;4
224;Meye;Meyer;Olaf;ITC-C1067062;Theiß;Hans Joachim;ITD-C1203380;Wagner;Bernhard;JA1737;Kroner;Heinz Jürgen;ITC-C1162658;DEU ;Team Sorg Rennsport;PRO-AM                                                      ;BMW 330i;2;14:38:25.951;14:38:25.951;11:42.087;J;VT2 Hecka                                                   ;0000VT2 Hecka                                                   ;;VT2 Heck;702,087;            ;4
224;Meye;Meyer;Olaf;ITC-C1067062;Theiß;Hans Joachim;ITD-C1203380;Wagner;Bernhard;JA1737;Kroner;Heinz Jürgen;ITC-C1162658;DEU ;Team Sorg Rennsport;PRO-AM                                                      ;BMW 330i;3;14:50:21.089;14:50:21.089;11:55.138;N;VT2 Hecka                                                   ;0000VT2 Hecka                                                   ;;VT2 Heck;715,138;            ;4
224;Meye;Meyer;Olaf;ITC-C1067062;Theiß;Hans Joachim;ITD-C1203380;Wagner;Bernhard;JA1737;Kroner;Heinz Jürgen;ITC-C1162658;DEU ;Team Sorg Rennsport;PRO-AM                                                      ;BMW 330i;4;15:05:08.733;15:05:08.733;14:47.644;N;VT2 Hecka                                                   ;0000VT2 Hecka                                                   ;;VT2 Heck;887,644;            ;4
226;Grie;Griebner;Nicolas;ITC-C1161320;Ramirez;Luis;IT-B0566;Niermann;Daniel;ITC-C1122018;Warum;Kevin;ITC-C1124429;DEU ;Team Sorg Rennsport;PRO-AM                                                      ;BMW 330i;1;14:28:12.214;14:28:12.214;11:06.683;J;VT2 Hecka                                                   ;0000VT2 Hecka                                                   ;;VT2 Heck;666,683;            ;3
226;Grie;Griebner;Nicolas;ITC-C1161320;Ramirez;Luis;IT-B0566;Niermann;Daniel;ITC-C1122018;Warum;Kevin;ITC-C1124429;DEU ;Team Sorg Rennsport;PRO-AM                                                      ;BMW 330i;2;14:39:48.593;14:39:48.593;11:36.379;N;VT2 Hecka                                                   ;0000VT2 Hecka                                                   ;;VT2 Heck;696,379;            ;3
226;Grie;Griebner;Nicolas;ITC-C1161320;Ramirez;Luis;IT-B0566;Niermann;Daniel;ITC-C1122018;Warum;Kevin;ITC-C1124429;DEU ;Team Sorg Rennsport;PRO-AM                                                      ;BMW 330i;3;14:51:02.930;14:51:02.930;11:14.337;N;VT2 Hecka                                                   ;0000VT2 Hecka                                                   ;;VT2 Heck;674,337;            ;3
226;Grie;Griebner;Nicolas;ITC-C1161320;Ramirez;Luis;IT-B0566;Niermann;Daniel;ITC-C1122018;Warum;Kevin;ITC-C1124429;DEU ;Team Sorg Rennsport;PRO-AM                                                      ;BMW 330i;4;15:02:13.907;15:02:13.907;11:10.977;N;VT2 Hecka                                                   ;0000VT2 Hecka                                                   ;;VT2 Heck;670,977;            ;3
226;Grie;Griebner;Nicolas;ITC-C1161320;Ramirez;Luis;IT-B0566;Niermann;Daniel;ITC-C1122018;Warum;Kevin;ITC-C1124429;DEU ;Team Sorg Rennsport;PRO-AM                                                      ;BMW 330i;5;15:13:54.827;15:13:54.827;11:40.920;N;VT2 Hecka                                                   ;0000VT2 Hecka                                                   ;;VT2 Heck;700,920;            ;3
228;Lama;Lamadrid;Xavier;62;Helmich;Rasmus;DASU88660;Fritsche;Caryl;558;Reicher;Fabrice;ICCC55242;MCO ;Team Sorg Rennsport;PRO-AM                                                      ;Porsche Cayman S;1;14:28:28.953;14:28:28.953;10:10.229;N;V 6                                                         ;0000V 6                                                         ;;V 6     ;610,229;            ;2
228;Lama;Lamadrid;Xavier;62;Helmich;Rasmus;DASU88660;Fritsche;Caryl;558;Reicher;Fabrice;ICCC55242;MCO ;Team Sorg Rennsport;PRO-AM                                                      ;Porsche Cayman S;2;14:38:23.575;14:38:23.575;9:54.622;J;V 6                                                         ;0000V 6                                                         ;;V 6     ;594,622;            ;2
240;Mark;Markert;Sven;ITC-C1168985;Reimer;Robin;ITC-C1196121;Radulovic;Sascha;ITD-C1188086;Radulovic;Zoran;ITC-C1046172;DEU ;Adrenalin Motorsport Team Alzner Automotive;PRO-AM                                                      ;BMW M240i Racing Cup;1;14:58:57.286;14:58:57.286;10:08.636;N;BMW M240i                                                   ;0000BMW M240i                                                   ;;BMW M240;608,636;            ;2
240;Mark;Markert;Sven;ITC-C1168985;Reimer;Robin;ITC-C1196121;Radulovic;Sascha;ITD-C1188086;Radulovic;Zoran;ITC-C1046172;DEU ;Adrenalin Motorsport Team Alzner Automotive;PRO-AM                                                      ;BMW M240i Racing Cup;2;15:08:39.762;15:08:39.762;9:42.476;J;BMW M240i                                                   ;0000BMW M240i                                                   ;;BMW M240;582,476;            ;2
241;Arde;Ardelt;Thomas;ITC-C1079234;Oepen;Sven;ITC-C1078304;Dormagen;Manuel;ITC-C1153896;Klemund;Simon;ITC1148326;DEU ;Adrenalin Motorsport Team Alzner Automotive;PRO-AM                                                      ;BMW M240i Racing Cup;1;14:22:06.514;14:22:06.514;9:54.247;N;BMW M240i                                                   ;0000BMW M240i                                                   ;;BMW M240;594,247;            ;1
241;Arde;Ardelt;Thomas;ITC-C1079234;Oepen;Sven;ITC-C1078304;Dormagen;Manuel;ITC-C1153896;Klemund;Simon;ITC1148326;DEU ;Adrenalin Motorsport Team Alzner Automotive;PRO-AM                                                      ;BMW M240i Racing Cup;2;14:31:53.917;14:31:53.917;9:47.403;J;BMW M240i                                                   ;0000BMW M240i                                                   ;;BMW M240;587,403;            ;1
241;Arde;Ardelt;Thomas;ITC-C1079234;Oepen;Sven;ITC-C1078304;Dormagen;Manuel;ITC-C1153896;Klemund;Simon;ITC1148326;DEU ;Adrenalin Motorsport Team Alzner Automotive;PRO-AM                                                      ;BMW M240i Racing Cup;3;14:49:24.766;14:49:24.766;10:34.486;N;BMW M240i                                                   ;0000BMW M240i                                                   ;;BMW M240;634,486;            ;3
241;Arde;Ardelt;Thomas;ITC-C1079234;Oepen;Sven;ITC-C1078304;Dormagen;Manuel;ITC-C1153896;Klemund;Simon;ITC1148326;DEU ;Adrenalin Motorsport Team Alzner Automotive;PRO-AM                                                      ;BMW M240i Racing Cup;4;14:59:56.605;14:59:56.605;10:31.839;N;BMW M240i                                                   ;0000BMW M240i                                                   ;;BMW M240;631,839;            ;3
241;Arde;Ardelt;Thomas;ITC-C1079234;Oepen;Sven;ITC-C1078304;Dormagen;Manuel;ITC-C1153896;Klemund;Simon;ITC1148326;DEU ;Adrenalin Motorsport Team Alzner Automotive;PRO-AM                                                      ;BMW M240i Racing Cup;5;15:10:41.081;15:10:41.081;10:44.476;N;BMW M240i                                                   ;0000BMW M240i                                                   ;;BMW M240;644,476;            ;3
242;Aso ;Aso;Guillermo;ITC/C-0501-ESP;Fontes;Alvaro;ITC/C_ITC/R-0511-ESP;Leppert;Harald;ITC-C1035719;Leppert;Ronny;ITD-C1185019;ESP ;Adrenalin Motorsport Team Alzner Automotive;PRO-AM                                                      ;BMW M240i Racing Cup;1;14:23:44.203;14:23:44.203;10:45.475;N;BMW M240i                                                   ;0000BMW M240i                                                   ;;BMW M240;645,475;            ;3
242;Aso ;Aso;Guillermo;ITC/C-0501-ESP;Fontes;Alvaro;ITC/C_ITC/R-0511-ESP;Leppert;Harald;ITC-C1035719;Leppert;Ronny;ITD-C1185019;ESP ;Adrenalin Motorsport Team Alzner Automotive;PRO-AM                                                      ;BMW M240i Racing Cup;2;14:34:15.284;14:34:15.284;10:31.081;N;BMW M240i                                                   ;0000BMW M240i                                                   ;;BMW M240;631,081;            ;3
242;Aso ;Aso;Guillermo;ITC/C-0501-ESP;Fontes;Alvaro;ITC/C_ITC/R-0511-ESP;Leppert;Harald;ITC-C1035719;Leppert;Ronny;ITD-C1185019;ESP ;Adrenalin Motorsport Team Alzner Automotive;PRO-AM                                                      ;BMW M240i Racing Cup;3;14:51:33.323;14:51:33.323;10:29.425;N;BMW M240i                                                   ;0000BMW M240i                                                   ;;BMW M240;629,425;            ;4
242;Aso ;Aso;Guillermo;ITC/C-0501-ESP;Fontes;Alvaro;ITC/C_ITC/R-0511-ESP;Leppert;Harald;ITC-C1035719;Leppert;Ronny;ITD-C1185019;ESP ;Adrenalin Motorsport Team Alzner Automotive;PRO-AM                                                      ;BMW M240i Racing Cup;4;15:02:01.966;15:02:01.966;10:28.643;J;BMW M240i                                                   ;0000BMW M240i                                                   ;;BMW M240;628,643;            ;4
242;Aso ;Aso;Guillermo;ITC/C-0501-ESP;Fontes;Alvaro;ITC/C_ITC/R-0511-ESP;Leppert;Harald;ITC-C1035719;Leppert;Ronny;ITD-C1185019;ESP ;Adrenalin Motorsport Team Alzner Automotive;PRO-AM                                                      ;BMW M240i Racing Cup;5;15:12:47.370;15:12:47.370;10:45.404;N;BMW M240i                                                   ;0000BMW M240i                                                   ;;BMW M240;645,404;            ;4
245;Grie;Griesemann;Björn;ITC-C1049941;Kolb;Carl Friedrich;ITC-C1187476;Büsker;Marco;ITD-C1215790;Thilenius;David;ITB D1437-I-22B;DEU ;Schnitzelalm Racing GmbH;PRO-AM                                                      ;BMW M240i Racing Cup;1;14:27:20.786;14:27:20.786;10:07.203;J;BMW M240i                                                   ;0000BMW M240i                                                   ;;BMW M240;607,203;            ;4
250;Vöhr;Vöhringer;Jürgen;ITC-C1070120;Höber;René;ITD-C1205866;Duffner;Axel;ITC1057626;Biermann;Dirk;ITC-C1151952;DEU ;W&S Motorsport;PRO-AM                                                      ;Porsche 718 Cayman GT4 Clubspo;1;14:24:09.422;14:24:09.422;10:01.321;N;Cup 3                                                       ;0000Cup 3                                                       ;;Cup 3   ;601,321;            ;2
250;Vöhr;Vöhringer;Jürgen;ITC-C1070120;Höber;René;ITD-C1205866;Duffner;Axel;ITC1057626;Biermann;Dirk;ITC-C1151952;DEU ;W&S Motorsport;PRO-AM                                                      ;Porsche 718 Cayman GT4 Clubspo;2;14:34:30.686;14:34:30.686;10:21.264;N;Cup 3                                                       ;0000Cup 3                                                       ;;Cup 3   ;621,264;            ;2
250;Vöhr;Vöhringer;Jürgen;ITC-C1070120;Höber;René;ITD-C1205866;Duffner;Axel;ITC1057626;Biermann;Dirk;ITC-C1151952;DEU ;W&S Motorsport;PRO-AM                                                      ;Porsche 718 Cayman GT4 Clubspo;3;14:44:23.518;14:44:23.518;9:52.832;N;Cup 3                                                       ;0000Cup 3                                                       ;;Cup 3   ;592,832;            ;2
250;Vöhr;Vöhringer;Jürgen;ITC-C1070120;Höber;René;ITD-C1205866;Duffner;Axel;ITC1057626;Biermann;Dirk;ITC-C1151952;DEU ;W&S Motorsport;PRO-AM                                                      ;Porsche 718 Cayman GT4 Clubspo;4;14:59:08.895;14:59:08.895;14:45.377;N;Cup 3                                                       ;0000Cup 3                                                       ;;Cup 3   ;885,377;            ;1
250;Vöhr;Vöhringer;Jürgen;ITC-C1070120;Höber;René;ITD-C1205866;Duffner;Axel;ITC1057626;Biermann;Dirk;ITC-C1151952;DEU ;W&S Motorsport;PRO-AM                                                      ;Porsche 718 Cayman GT4 Clubspo;5;15:08:48.787;15:08:48.787;9:39.892;J;Cup 3                                                       ;0000Cup 3                                                       ;;Cup 3   ;579,892;            ;1
250;Vöhr;Vöhringer;Jürgen;ITC-C1070120;Höber;René;ITD-C1205866;Duffner;Axel;ITC1057626;Biermann;Dirk;ITC-C1151952;DEU ;W&S Motorsport;PRO-AM                                                      ;Porsche 718 Cayman GT4 Clubspo;6;15:18:48.178;15:18:48.178;9:59.391;N;Cup 3                                                       ;0000Cup 3                                                       ;;Cup 3   ;599,391;            ;1
252;Gabl;Gabler;Andreas;ITC-D4099-U-22C;Cramer;Henning;ITC-C1122266;Jean-Francois;Brunot;ITC-C D3290-I-22C;van Roon;Jan Jaap;ITC-C47732;USA ;KKrämer Racing;PRO-AM                                                      ;Porsche 718 Cayman GT4 Clubspo;1;14:29:45.355;14:29:45.355;10:09.859;N;Cup 3                                                       ;0000Cup 3                                                       ;;Cup 3   ;609,859;            ;3
252;Gabl;Gabler;Andreas;ITC-D4099-U-22C;Cramer;Henning;ITC-C1122266;Jean-Francois;Brunot;ITC-C D3290-I-22C;van Roon;Jan Jaap;ITC-C47732;USA ;KKrämer Racing;PRO-AM                                                      ;Porsche 718 Cayman GT4 Clubspo;2;15:10:20.100;15:10:20.100;10:08.306;J;Cup 3                                                       ;0000Cup 3                                                       ;;Cup 3   ;608,306;            ;4
253;Grüt;Grütter;Patrik;ITC-C1200823;Lösch;Herbert;ITC-C121638;Kronberg;Max;ITC-C1166637;Blickle;Daniel;ITC-C1081901;DEU ;G-Tech Competition;PRO-AM                                                      ;Porsche 718 Cayman GT4 Clubspo;1;14:51:05.757;14:51:05.757;9:23.799;N;Cup 3                                                       ;0000Cup 3                                                       ;;Cup 3   ;563,799;            ;1
253;Grüt;Grütter;Patrik;ITC-C1200823;Lösch;Herbert;ITC-C121638;Kronberg;Max;ITC-C1166637;Blickle;Daniel;ITC-C1081901;DEU ;G-Tech Competition;PRO-AM                                                      ;Porsche 718 Cayman GT4 Clubspo;2;15:00:24.489;15:00:24.489;9:18.732;J;Cup 3                                                       ;0000Cup 3                                                       ;;Cup 3   ;558,732;            ;1
256;Baun;Baunack;Olaf;ITC-C1028471;Gros;Heiko;ITC1140905;Gros;Sabrina;ITC1166500;Carcone;Sebastien;ITC-C-A1216;DEU ;KKrämer Racing UG;PRO-AM                                                      ;Porsche 718 Cayman GT4 Clubspo;1;14:46:37.351;14:46:37.351;10:49.060;J;Cup 3                                                       ;0000Cup 3                                                       ;;Cup 3   ;649,060;            ;3
256;Baun;Baunack;Olaf;ITC-C1028471;Gros;Heiko;ITC1140905;Gros;Sabrina;ITC1166500;Carcone;Sebastien;ITC-C-A1216;DEU ;KKrämer Racing UG;PRO-AM                                                      ;Porsche 718 Cayman GT4 Clubspo;2;14:58:17.063;14:58:17.063;11:39.712;N;Cup 3                                                       ;0000Cup 3                                                       ;;Cup 3   ;699,712;            ;3
257;Beye;Beyer;Stefan;ITC-C1141871;Eichenberg;Heiko;ITC-C1140204;Leib;Fidel;ITC-C1158959;Simon;Björn;ITC-C1170326;DEU ;Team Sorg Rennsport;PRO-AM                                                      ;Porsche 718 Cayman GT4 Clubspo;1;14:41:26.921;14:41:26.921;9:09.355;J;Cup 3                                                       ;0000Cup 3                                                       ;;Cup 3   ;549,355;            ;2
261;Schi;Schicht;Rüdiger;ITC-C1124419;Montana;;ITC-C1060701;Richards;Tony;INTC-C041210X;Cate;Peter;IITC-C8547;CHE ;Team Mathol Racing e.V.;PRO-AM                                                      ;Porsche 718 Cayman GT4 Clubspo;1;15:18:45.597;15:18:45.597;13:02.051;J;Cup 3                                                       ;0000Cup 3                                                       ;;Cup 3   ;782,051;Zimmermann B;2
262;Dolf;Dolfen;Heinz;ITC-C1178336;Cloet;Tom;ITB700595;Louisoder;Oliver;ITC1062777;Bohr;Daniel;ITC-CA1353;DEU ;Team Mathol Racing e.V.;PRO-AM                                                      ;Porsche 718 Cayman GT4 Clubspo;1;14:31:43.517;14:31:43.517;9:17.853;N;Cup 3                                                       ;0000Cup 3                                                       ;;Cup 3   ;557,853;Zimmermann B;1
262;Dolf;Dolfen;Heinz;ITC-C1178336;Cloet;Tom;ITB700595;Louisoder;Oliver;ITC1062777;Bohr;Daniel;ITC-CA1353;DEU ;Team Mathol Racing e.V.;PRO-AM                                                      ;Porsche 718 Cayman GT4 Clubspo;2;14:41:01.208;14:41:01.208;9:17.691;J;Cup 3                                                       ;0000Cup 3                                                       ;;Cup 3   ;557,691;Zimmermann B;4
262;Dolf;Dolfen;Heinz;ITC-C1178336;Cloet;Tom;ITB700595;Louisoder;Oliver;ITC1062777;Bohr;Daniel;ITC-CA1353;DEU ;Team Mathol Racing e.V.;PRO-AM                                                      ;Porsche 718 Cayman GT4 Clubspo;3;14:58:22.066;14:58:22.066;9:53.085;N;Cup 3                                                       ;0000Cup 3                                                       ;;Cup 3   ;593,085;Zimmermann B;4
262;Dolf;Dolfen;Heinz;ITC-C1178336;Cloet;Tom;ITB700595;Louisoder;Oliver;ITC1062777;Bohr;Daniel;ITC-CA1353;DEU ;Team Mathol Racing e.V.;PRO-AM                                                      ;Porsche 718 Cayman GT4 Clubspo;4;15:07:53.236;15:07:53.236;9:31.170;N;Cup 3                                                       ;0000Cup 3                                                       ;;Cup 3   ;571,170;Zimmermann B;2
262;Dolf;Dolfen;Heinz;ITC-C1178336;Cloet;Tom;ITB700595;Louisoder;Oliver;ITC1062777;Bohr;Daniel;ITC-CA1353;DEU ;Team Mathol Racing e.V.;PRO-AM                                                      ;Porsche 718 Cayman GT4 Clubspo;5;15:17:51.374;15:17:51.374;9:58.138;N;Cup 3                                                       ;0000Cup 3                                                       ;;Cup 3   ;598,138;Zimmermann B;2
264;Cala;Calamia;Mauro;234;Jacoma;Ivan;CH 1162;Pampanini;Roberto;1748;Riemer;Kai;1064212;CHE ;SCHMICKLER Performance powered by RAVENOL;PRO-AM                                                      ;Porsche 718 Cayman GT4 Clubspo;1;14:21:30.023;14:21:30.023;9:19.953;N;Cup 3                                                       ;0000Cup 3                                                       ;;Cup 3   ;559,953;            ;4
264;Cala;Calamia;Mauro;234;Jacoma;Ivan;CH 1162;Pampanini;Roberto;1748;Riemer;Kai;1064212;CHE ;SCHMICKLER Performance powered by RAVENOL;PRO-AM                                                      ;Porsche 718 Cayman GT4 Clubspo;2;14:30:35.174;14:30:35.174;9:05.151;J;Cup 3                                                       ;0000Cup 3                                                       ;;Cup 3   ;545,151;            ;4
264;Cala;Calamia;Mauro;234;Jacoma;Ivan;CH 1162;Pampanini;Roberto;1748;Riemer;Kai;1064212;CHE ;SCHMICKLER Performance powered by RAVENOL;PRO-AM                                                      ;Porsche 718 Cayman GT4 Clubspo;3;14:50:16.179;14:50:16.179;15:46.504;N;Cup 3                                                       ;0000Cup 3                                                       ;;Cup 3   ;946,504;            ;3
264;Cala;Calamia;Mauro;234;Jacoma;Ivan;CH 1162;Pampanini;Roberto;1748;Riemer;Kai;1064212;CHE ;SCHMICKLER Performance powered by RAVENOL;PRO-AM                                                      ;Porsche 718 Cayman GT4 Clubspo;4;14:59:51.865;14:59:51.865;9:35.686;N;Cup 3                                                       ;0000Cup 3                                                       ;;Cup 3   ;575,686;            ;3
264;Cala;Calamia;Mauro;234;Jacoma;Ivan;CH 1162;Pampanini;Roberto;1748;Riemer;Kai;1064212;CHE ;SCHMICKLER Performance powered by RAVENOL;PRO-AM                                                      ;Porsche 718 Cayman GT4 Clubspo;5;15:09:54.926;15:09:54.926;10:03.061;N;Cup 3                                                       ;0000Cup 3                                                       ;;Cup 3   ;603,061;            ;3
300;Vazq;Vazquez;Marcos Adolfo;AR1274022;Max Walter von Bär;;ITC-C1111863;Held;Thorsten;ITC-C1127621;Trinius;Matthias;ITC-C1132408;ARG ;Team Mathol Racing e.V.;PRO-AM                                                      ;Porsche Cayman 718 S;1;14:43:38.841;14:43:38.841;9:31.651;J;VT3                                                         ;0000VT3                                                         ;;VT3     ;571,651;Zimmermann B;1
320;von ;von Löwis of Menar;Thomas;ITC1036292;Smudo;;ITC 1072954;Kauffman;Charles;ITC-C A1031;Kiefer;Thomas;ITC-C1167871;DEU ;Four Motors Bioconcept-Car;PRO-AM                                                      ;Porsche GT3 Cup 991;1;14:59:32.090;14:59:32.090;10:28.549;J;AT                                                          ;0000AT                                                          ;;AT      ;628,549;            ;4
320;von ;von Löwis of Menar;Thomas;ITC1036292;Smudo;;ITC 1072954;Kauffman;Charles;ITC-C A1031;Kiefer;Thomas;ITC-C1167871;DEU ;Four Motors Bioconcept-Car;PRO-AM                                                      ;Porsche GT3 Cup 991;2;15:10:48.420;15:10:48.420;11:16.330;N;AT                                                          ;0000AT                                                          ;;AT      ;676,330;            ;4
322;Miet;Miettinnen;Juha;FIIC33276717;Berghult;Dan;SEIC44091;Blass;Frank;ITC-C1043996;;;;CHE ;MSC Wahlscheid e.V. im ADAC;PRO-AM                                                      ;BMW E90 325i;1;14:23:34.998;14:23:34.998;10:45.404;J;V 4                                                         ;0000V 4                                                         ;;V 4     ;645,404;            ;1
322;Miet;Miettinnen;Juha;FIIC33276717;Berghult;Dan;SEIC44091;Blass;Frank;ITC-C1043996;;;;CHE ;MSC Wahlscheid e.V. im ADAC;PRO-AM                                                      ;BMW E90 325i;2;14:34:39.494;14:34:39.494;11:04.496;N;V 4                                                         ;0000V 4                                                         ;;V 4     ;664,496;            ;1
