INDEX;STNR;KUERZEL;KLASSE;KLASSESORT;KLASSE_NR;UNTERKLASSE;GRUPPE;GRUPPE_LANG;FAHRER1_NAME;FAHRER1_VORNAME;FAHRER1_ORT;FAHRER1_SPONSOR;FAHRER1_LIZENZ;FAHRER1_NATION;FAHRER1_PUNKTEWERTUNG;FAHRER1_SPONSORLIZENZ;FAHRER1_RUNDEN;FAHRER1_ZEIT;FAHRER2_NAME;FAHRER2_VORNAME;FAHRER2_ORT;FAHRER2_SPONSOR;FAHRER2_LIZENZ;FAHRER2_NATION;FAHRER2_PUNKTEWERTUNG;FAHRER2_SPONSORLIZENZ;FAHRER2_RUNDEN;FAHRER2_ZEIT;FAHRER3_NAME;FAHRER3_VORNAME;FAHRER3_ORT;FAHRER3_SPONSOR;FAHRER3_LIZENZ;FAHRER3_NATION;FAHRER3_PUNKTEWERTUNG;FAHRER3_SPONSORLIZENZ;FAHRER3_RUNDEN;FAHRER3_ZEIT;FAHRER4_NAME;FAHRER4_VORNAME;FAHRER4_ORT;FAHRER4_SPONSOR;FAHRER4_LIZENZ;FAHRER4_NATION;FAHRER4_PUNKTEWERTUNG;FAHRER4_SPONSORLIZENZ;FAHRER4_RUNDEN;FAHRER4_ZEIT;NATION;BEWERBER;TEAM;FAHRZEUG;RANG;KLASSENRANG;KLASSENRUECKSTAND;KLASSENGAP;GRUPPENRANG;GRUPPENRUECKSTAND;GRUPPENGAP;RUNDEN;SCHNELLSTE RUNDE;GESAMTZEIT;SEKUNDENWECHSEL;RUECKSTAND;GAP;PUNKTE;KLASSENPUNKTE;SCHNITT;SCHNELLSTE_IN_RUNDE;SCHNELLSTE_TAGESZEIT;SCHNELLSTE_SCHNITT;STATUS;KLASSE_GESTARTET;KLASSE_NICHTGESTARTET;KLASSE_GEWERTET;KLASSE_NICHTGEWERTET;GAST;KLASSE_SCHNELLSTE_STNR;KLASSE_SCHNELLSTE_ZEIT;KLASSE_SCHNELLSTE_NAME;KLASSE_SCHNELLSTE_VORNAME_NAME;KLASSE_SCHNELLSTE_SCHNITT;KLASSE_QUALIZEIT;GRUPPENBEZEICHNUNG;GRUPPE_GESTARTET;GRUPPE_GEWERTET;GRUPPE_NICHTGEWERTET;GRUPPE_SCHNELLSTE_STNR;GRUPPE_SCHNELLSTE_ZEIT;GRUPPE_SCHNELLSTE_NAME;GRUPPE_SCHNELLSTE_VORNAME_NAME;GRUPPE_SCHNELLSTE_SCHNITT;PROZENT;LETZTE_RUNDE;BOXENSTOPS;RUNDE_IN_BOX_1;BOXZEIT1;RUNDE_IN_BOX_2;BOXZEIT2;LQUALIZEIT;LQUALIRANG;LQUALIRANG_INVERT;ALTEZEIT;BEWERBERLIZENZ;HERSTELLER;AKTUELLERFAHRER;PUNKTE_POLE;PUNKTE_SCHNELLSTE;LEADINGLAPS_TOTAL;LEADINGLAPS_CLASS;STARTGRUPPE;KLASSE_VORLAEUFIG;STRAFZEITEN
0029;122;Ludw;Cup 2                                                       ;0000Cup 2                                                       ;Cup 2;;2;2;Ludwig;Peter;Fort Lauderdale;;ITC-C-D2879-I-22-C;USA;J;;;00.000;Nagelsdiek;Noah;Alsdorf;;ITC-C1160555;DEU;J;;1;21:50.132;Renger;Reinhold;Rothenburg o.d.T.;;ITC-C1039748;DEU;J;;;00.000;Rosenberg;Maik;Attendorn;;ITC-C1113893;DEU;J;;;00.000;;BLACK FALCON;PRO-AM                                                      ;Porsche 911 GT3 Cup (992);29;2;1:13.443;+1:13.443;10;1:13.443;+03.682;1;10:35.925;10:35.925;Y;1:55.567;03.682;;;11:21:50;1817;11:21:50;143.666;;6;0;4;2;0;123;9:22.482;Bünnagel/Kaya/Piana/Stursberg;Bünnagel/Kaya/Piana/Stursberg;162.424;;2;29;14;15;123;9:22.482;Bünnagel/Kaya/Piana/Stursberg;Bünnagel/Kaya/Piana/Stursberg;162.424;122.21 ;10:35.925;1;2;11:50.968;0;;;;;;            ;Porsche                       ;2;;;0;0;2;0;
0030;135;Chrz;Cup 2                                                       ;0000Cup 2                                                       ;Cup 2;;2;2;Chrzanowski;Robin;Langenfeld;;ITC-C1050422;DEU;J;;1;14:50.561;Jodexnis;Kersten;Hannover;;ITC1065062;DEU;J;;;00.000;Scharmach;Peter;Christchurch;;061670X;NZL;J;;;00.000;Koch;Max;Oberwiesenthal;;ITC-C1099186;DEU;J;;;00.000;;Clickversicherung Team;PRO-AM                                                      ;Porsche 911 GT3 Cup (992);30;3;1:34.440;+20.997;11;1:34.440;+20.997;1;10:56.922;10:56.922;Y;2:16.564;20.997;;;11:14:50;1250;11:14:50;139.074;;6;0;4;2;0;123;9:22.482;Bünnagel/Kaya/Piana/Stursberg;Bünnagel/Kaya/Piana/Stursberg;162.424;;2;29;14;15;123;9:22.482;Bünnagel/Kaya/Piana/Stursberg;Bünnagel/Kaya/Piana/Stursberg;162.424;126.24 ;10:56.922;1;2;;0;;;;;;            ;Porsche                       ;1;;;0;1;2;0;
0031;109;Caba;AT                                                          ;0000AT                                                          ;AT;;2;2;Caba;Ralph;Köln;;ITC-C1100342;DEU;J;;1;23:37.169;Sprungmann;Oliver;Dorsten;;ITC-C1081906;DEU;J;;;00.000;Mohr;Michael;Merzig;;ITC-C1042873;DEU;J;;;00.000;;;;;;;;;;00.000;    ;;PRO-AM                                                      ;Ford Mustang GT;31;2;1:01.953;+1:01.953;12;1:34.667;+00.227;1;10:57.149;10:57.149;Y;2:16.791;00.227;;;11:23:37;1943;11:23:37;139.026;;3;0;2;1;0;13;9:55.196;Albrecht/Asch/Ecke/Sczepansky;Albrecht/Asch/Ecke/Sczepansky;153.497;;2;29;14;15;123;9:22.482;Bünnagel/Kaya/Piana/Stursberg;Bünnagel/Kaya/Piana/Stursberg;162.424;126.29 ;10:57.149;1;2;;0;;;;;;            ;Ford                          ;1;;;0;0;2;0;
0032;120;Supa;SP 3                                                        ;0000SP 3                                                        ;SP 3;;3;3;Supaphongs;;Bangkok;;IC-B-048;THA;J;;1;18:32.411;Jian Hong;Chen;Bangkok;;IC-B-145;THA;J;;;00.000;Kawamura;Naoki;Tottori;;IC-C-192;THA;J;;;00.000;;;;;;;;;;00.000;    ;Toyota Gazoo Racing Team Thailand;PRO-AM                                                      ;Toyota Corolla Altis;32;1;;;3;45.919;+32.109;1;11:03.114;11:03.114;Y;2:22.756;05.965;;;11:18:32;1585;11:18:32;137.775;;3;0;2;1;0;120;11:03.114;Supaphongs/Jian Hong/Kawamura;Supaphongs/Jian Hong/Kawamura;137.775;;3;19;9;10;300;10:17.195;Vazquez/Max Walter von Bär/Held/Trinius;Vazquez/Max Walter von Bär/Held/Trinius;148.026;127.43 ;11:03.114;;;;;;;;;;            ;Toyota                        ;1;;;0;1;3;0;
0033;128;Abbe;Cup 2                                                       ;0000Cup 2                                                       ;Cup 2;;2;2;Abbelen;Klaus;Barweiler;;ITB1049933;DEU;J;;1;13:46.289;Harrison;Julian;Surrey;;ITC-C269663;GBR;J;;;00.000;von Danwitz;Hendrik;Tönisvorst;;ITC-C1158890;DEU;J;;;00.000;Güven;Ayhancan;Gronau;;10104221444;DEU;J;;;00.000;    ;Frikadelli Racing Team;PRO-AM                                                      ;Porsche 911 GT3 Cup (992);33;4;2:01.556;+27.116;13;2:01.556;+26.889;1;11:24.038;11:24.038;Y;2:43.680;20.924;;;11:13:46;1171;11:13:46;133.561;;6;0;4;2;0;123;9:22.482;Bünnagel/Kaya/Piana/Stursberg;Bünnagel/Kaya/Piana/Stursberg;162.424;;2;29;14;15;123;9:22.482;Bünnagel/Kaya/Piana/Stursberg;Bünnagel/Kaya/Piana/Stursberg;162.424;131.46 ;11:24.038;1;2;;0;;;;;;            ;Porsche                       ;1;;;0;1;2;0;
0034;243;Lang;BMW M240i                                                   ;0000BMW M240i                                                   ;BMW M240;;3;3;Lange;Lucas;Wusterwitz;;ITC-C1152269;DEU;J;;;00.000;Lott;Sascha;Brandenburg an der Havel;;ITC-C1209223;DEU;J;;;00.000;Meixner;Alexander;Mechernich-Satzvey;;ITC-C1203809;DEU;J;;1;16:11.621;Hancke;Sascha;Lichtenau;;ITC-C1043687;DEU;J;;;00.000;    ;;PRO-AM                                                      ;BMW M240i Racing Cup;34;1;;;4;1:07.991;+22.072;1;11:25.186;11:25.186;Y;2:44.828;01.148;;;11:16:11;1385;11:16:11;133.337;;1;0;1;0;0;243;11:25.186;Lange/Lott/Meixner/Hancke;Lange/Lott/Meixner/Hancke;133.337;;3;19;9;10;300;10:17.195;Vazquez/Max Walter von Bär/Held/Trinius;Vazquez/Max Walter von Bär/Held/Trinius;148.026;131.68 ;11:25.186;;;;;;;;;;            ;BMW                           ;3;;;0;1;3;0;
0035;322;Miet;V 4                                                         ;0000V 4                                                         ;V 4;;3;3;Miettinnen;Juha;Verbier;;FIIC33276717;CHE;J;;;00.000;Berghult;Dan;Sundsvall;;SEIC44091;SWE;J;;1;22:31.536;Blass;Frank;Duisburg;;ITC-C1043996;DEU;J;;;00.000;;;;;;;;;;00.000;    ;MSC Wahlscheid e.V. im ADAC;PRO-AM                                                      ;BMW E90 325i;35;1;;;5;1:09.004;+01.013;1;11:26.199;11:26.199;Y;2:45.841;01.013;;;11:22:31;1863;11:22:31;133.140;;2;0;2;0;0;322;11:26.199;Miettinnen/Berghult/Blass;Miettinnen/Berghult/Blass;133.140;;3;19;9;10;300;10:17.195;Vazquez/Max Walter von Bär/Held/Trinius;Vazquez/Max Walter von Bär/Held/Trinius;148.026;131.87 ;11:26.199;1;2;;0;;;;;;            ;BMW                           ;2;;;0;1;3;0;
0036;333;Mert;VT2 Front                                                   ;0000VT2 Front                                                   ;VT2 Fron;;3;3;Mertens;Daniel;Müllenbach;;ITC-C1104806;DEU;J;;;00.000;Ricca;Jeff;Milford;;D4447-U-22C;USA;J;;;00.000;Endres;Stefan;Kelberg;;ITC-C1173047;DEU;J;;2;31:42.069;Strube;Kurt;Wietmarschen;;ITC-C1137459;DEU;J;;1;21:32.268;    ;DRUCKREGELT;PRO-AM                                                      ;Hyundai i30N;36;2;1:00.753;+1:00.753;6;1:14.563;+05.559;3;11:31.758;11:31.758;Y;2:51.400;05.559;;;11:21:32;1795;11:21:32;132.070;;3;0;2;1;0;332;10:31.005;Willhardt/Bohrer/Epp/Holthaus;Willhardt/Bohrer/Epp/Holthaus;144.786;;3;19;9;10;300;10:17.195;Vazquez/Max Walter von Bär/Held/Trinius;Vazquez/Max Walter von Bär/Held/Trinius;148.026;132.94 ;12:21.236;1;2;4:16.137;0;;;;;;MSC Adenau e;Hyundai                       ;3;;;0;1;3;0;
0037;27;Andl;SP 9                                                        ;0000SP 9                                                        ;SP 9;;1;1;Andlauer;Julien;Dubai;;ICCB256472;FRA;;;;00.000;Campbell;Matt;Stuttgart;;1090587;DEU;J;;1;21:27.370;Jaminet;Matthieu;Differdange;;ICCB 219550;LUX;J;;;00.000;;;;;;;;;;00.000;    ;Toksport WRT;PRO                                                         ;Porsche 911 GT3R (991 II);37;16;3:03.185;+1:43.334;18;3:03.185;+1:43.334;1;11:43.543;11:43.543;Y;3:03.185;11.785;;;11:21:27;1788;11:21:27;129.858;;21;0;16;5;0;44;8:40.358;Bachler/Picariello/Pilet/Ragginger;Bachler/Picariello/Pilet/Ragginger;175.573;;1;24;18;6;44;8:40.358;Bachler/Picariello/Pilet/Ragginger;Bachler/Picariello/Pilet/Ragginger;175.573;135.20 ;11:43.543;2;2;5:08.882;2;;;;;;Julien Andla;Porsche                       ;2;;;0;0;1;0;
0038;119;Smit;SP 3                                                        ;0000SP 3                                                        ;SP 3;;3;3;Smittachartch;Suttipong;Bangkok;;IC-B-019;THA;J;;;00.000;Charoensukhawatana;Nattavude;Bangkok;;IC-C-139;THA;J;;2;33:09.066;Kulapalanont;Manat;Bangkok;;IC-B-037;THA;J;;;00.000;Hortongkum;Nattapong;Nonthaburi;;IC-B-038;THA;J;;;00.000;    ;Toyota Gazoo Racing Team Thailand;PRO-AM                                                      ;Toyota Corolla Altis;38;2;43.113;+43.113;7;1:29.032;+14.469;2;11:46.227;11:46.227;Y;3:05.869;02.684;;;11:15:01;1267;11:15:01;129.365;;3;0;2;1;0;120;11:03.114;Supaphongs/Jian Hong/Kawamura;Supaphongs/Jian Hong/Kawamura;137.775;;3;19;9;10;300;10:17.195;Vazquez/Max Walter von Bär/Held/Trinius;Vazquez/Max Walter von Bär/Held/Trinius;148.026;135.72 ;18:07.379;2;3;1:44.382;3;;;;;;            ;Toyota                        ;2;;;0;1;3;0;
0039;114;van ;SP 3T                                                       ;0000SP 3T                                                       ;SP 3T;;3;3;van Dam;Carlo;Ridderkerk;;10651;NLD;J;;;00.000;Schrick;Tim;Koln;;ITC-C1053394;DEU;J;;1;23:14.364;Lasee;Marcel;Duesseldorf;;ITC-C1041374;DEU;J;;;00.000;Sasaki;Kota;Sumida, Tokyo;;ITB 2433 8656 0220;JPN;J;;;00.000;    ;SUBARU TECNICA INTERNATIONAL;PRO                                                         ;SUBARU  WRX STI;39;1;;;8;4:13.806;+2:44.774;1;14:31.001;14:31.001;Y;5:50.643;2:44.774;;;11:23:14;1919;11:23:14;104.892;;4;0;1;3;0;114;14:31.001;van Dam/Schrick/Lasee/Sasaki;van Dam/Schrick/Lasee/Sasaki;104.892;;3;19;9;10;300;10:17.195;Vazquez/Max Walter von Bär/Held/Trinius;Vazquez/Max Walter von Bär/Held/Trinius;148.026;167.38 ;14:31.001;1;2;;0;;;;;;            ;SUBARU                        ;2;;;0;1;3;0;
0040;70;Menz;SP 7                                                        ;0000SP 7                                                        ;SP 7;;2;2;Menzl;Rodriguez;Hannover;;ITC-C1031852;DEU;J;;1;17:54.408;Berg;Ulrich;Ruppichteroth;;ITC-C1126180;DEU;J;;;00.000;Hamprecht;Philip;Schlossholte Stukenbrock;;ITB1121773;DEU;J;;;00.000;;;;;;;;;;00.000;    ;Huber Motorsport;PRO-AM                                                      ;Porsche 911 GT3 Cup 991;40;1;;;14;5:57.907;+3:56.351;1;15:20.389;15:20.389;Y;6:40.031;49.388;;;11:17:54;1532;11:17:54;99.263;;1;0;1;0;0;70;15:20.389;Menzl/Berg/Hamprecht;Menzl/Berg/Hamprecht;99.263;;2;29;14;15;123;9:22.482;Bünnagel/Kaya/Piana/Stursberg;Bünnagel/Kaya/Piana/Stursberg;162.424;176.88 ;15:20.389;1;2;;0;;;;;;            ;Porsche                       ;2;;;0;1;2;0;
0041;323;Lyon;V 4                                                         ;0000V 4                                                         ;V 4;;3;3;Lyons;Benjamin;Watford;;GBIC227553;GBR;J;;1;26:34.888;Löw;Markus;Nürburg;;DEIC1193166;DEU;J;;;00.000;Lomas;Dale;Sarmersbach;;IC 1135860;DEU;J;;;00.000;;;;;;;;;;00.000;    ;Rockstar Games by Viken Motorsport & Tomcat;PRO-AM                                                      ;BMW 325i;41;2;4:09.723;+4:09.723;9;5:18.727;+1:04.921;1;15:35.922;15:35.922;Y;6:55.564;15.533;;;11:26:34;2131;11:26:34;97.616;;2;0;2;0;0;322;11:26.199;Miettinnen/Berghult/Blass;Miettinnen/Berghult/Blass;133.140;;3;19;9;10;300;10:17.195;Vazquez/Max Walter von Bär/Held/Trinius;Vazquez/Max Walter von Bär/Held/Trinius;148.026;179.86 ;15:35.922;2;1;1:51.546;2;;;;;;            ;BMW                           ;1;;;0;0;3;0;
0042;255;Krok;Cup 3                                                       ;0000Cup 3                                                       ;Cup 3;;2;2;Kroker;Alexander;Zülpich;;ITC-C1198003;DEU;J;;;00.000;Schambony;John-Lee;Erftstadt;;ITC-C1113171;DEU;J;;;00.000;Wolf;Tobias;Nörvenich;;ITC-C1191022;DEU;J;;;00.000;Eibl;Simon;München;;ITC-C1168299;DEU;J;;;00.000;    ;KKrämer Racing UG;PRO-AM                                                      ;Porsche 718 Cayman GT4 Clubspo;;;;+;;;+;0;00.000;00.000;N;;;;;11:00:10;;11:00:10;0.000;;5;0;2;3;0;264;9:39.476;Calamia/Jacoma/Pampanini/Riemer;Calamia/Jacoma/Pampanini/Riemer;157.661;;2;29;14;15;123;9:22.482;Bünnagel/Kaya/Piana/Stursberg;Bünnagel/Kaya/Piana/Stursberg;162.424;;00.000;;;;;;;;;;            ;Porsche                       ;1;;;0;0;2;0;
0043;16;Gier;SP 9                                                        ;0000SP 9                                                        ;SP 9;;1;1;Giermaziak;Jakub;Zaniemysl;;B,C0001 (PL);POL;J;;;00.000;Schramm;Kim Luis;Wümbach;;ITC-C1107186;DEU;J;;;00.000;Beretta;Michele;Milano;;INT B 347027;ITA;J;;;00.000;Winkelhock;Markus;Zdimerice;;ITC-C1049643;DEU;J;;;00.000;;Scherer Sport Team Phoenix;PRO                                                         ;Audi R8 LMS GT3 Evo II;;;;+;;;+;0;00.000;00.000;N;;;;;11:00:16;;11:00:16;0.000;;21;0;16;5;0;44;8:40.358;Bachler/Picariello/Pilet/Ragginger;Bachler/Picariello/Pilet/Ragginger;175.573;;1;24;18;6;44;8:40.358;Bachler/Picariello/Pilet/Ragginger;Bachler/Picariello/Pilet/Ragginger;175.573;;00.000;;;;;;;;;;            ;Audi                          ;4;;;0;0;1;0;
0044;811;Hans;TCR                                                         ;0000TCR                                                         ;TCR;;2;2;Hansen;Peter;Fredericia;;ITC04845;DNK;J;;;00.000;Nielsen;Lars;Thisted;;ITC05352;DNK;J;;;00.000;Leuchter;Benjamin;Duisburg;;ITC-C1078246;DEU;J;;;00.000;;;;;;;;;;00.000;    ;Max Kruse Racing;PRO-AM                                                      ;Audi RS3 LMS DSG;;;;;;;+00.000;0;00.000;00.000;N;;;;;11:00:38;;11:00:38;0.000;;4;0;0;4;0;;;;;;;2;29;14;15;123;9:22.482;Bünnagel/Kaya/Piana/Stursberg;Bünnagel/Kaya/Piana/Stursberg;162.424;;00.000;;;;;;;;;;            ;Audi                          ;3;;;0;0;2;0;
0045;10;Yerl;SP 3T                                                       ;0000SP 3T                                                       ;SP 3T;;3;3;Yerly;Frédéric;Vordemwald;;CHIC1409;CHE;J;;;00.000;Schaller;Marek;Erndtebrück;;ITC-C1151363;DEU;J;;;00.000;Hammel;Heiko;Forchtenberg;;ITC-C1048944;DEU;J;;;00.000;Wasel;Matthias;Bergheim;;ITC-C1097045;DEU;J;;;00.000;;Max Kruse Racing;PRO-AM                                                      ;Volkswagen Golf GTI TCR;;;;+;;;+;0;00.000;00.000;N;;;;;11:00:41;;11:00:41;0.000;;4;0;1;3;0;114;14:31.001;van Dam/Schrick/Lasee/Sasaki;van Dam/Schrick/Lasee/Sasaki;104.892;;3;19;9;10;300;10:17.195;Vazquez/Max Walter von Bär/Held/Trinius;Vazquez/Max Walter von Bär/Held/Trinius;148.026;;00.000;2;1;17:53.145;1;;;;;;            ;Volkswagen                    ;3;;;0;0;3;0;
0046;24;Kolb;SP 9                                                        ;0000SP 9                                                        ;SP 9;;1;1;Kolb;Patrick;Bad Homburg;;ITC-C1134414;DEU;;;;00.000;Drudi;Mattia;Dogana;;349;ITA;J;;;00.000;Mies;Christopher;Erkrath;;ITC-C1112672;DEU;J;;;00.000;Niederhauser;Patric;Kehrsatz;;IT-B1358;CHE;J;;;00.000;;Audi Sport Team Car Collection;PRO                                                         ;Audi R8 LMS GT3 Evo II;;;;+00.000;;;+00.000;0;00.000;00.000;N;;;;;11:00:45;;11:00:45;0.000;;21;0;16;5;0;44;8:40.358;Bachler/Picariello/Pilet/Ragginger;Bachler/Picariello/Pilet/Ragginger;175.573;;1;24;18;6;44;8:40.358;Bachler/Picariello/Pilet/Ragginger;Bachler/Picariello/Pilet/Ragginger;175.573;;00.000;5;1;3:10.580;1;2:18.633;;;;;Lionspeed by;Audi                          ;2;;;0;0;1;0;
0047;310;Prei;SP 3T                                                       ;0000SP 3T                                                       ;SP 3T;;3;3;Preisig;Jasmin;Schwellbrunn;;INT-C511;CHE;J;;;00.000;Xavier;Gustavo;Oetwil am See;;ITC-C1495;CHE;J;;;00.000;Asari;Emir;Pendik/Instanbul;;TR INT B 010104224957;TUR;J;;;00.000;Engelmann;Andrew;Orlando;;D4317-S-22 C;DEU;J;;;00.000;    ;Max Kruse Racing;PRO-AM                                                      ;Volkswagen Golf GTI TCR;;;;+00.000;;;+00.000;0;00.000;00.000;N;;;;;11:00:49;;11:00:49;0.000;;4;0;1;3;0;114;14:31.001;van Dam/Schrick/Lasee/Sasaki;van Dam/Schrick/Lasee/Sasaki;104.892;;3;19;9;10;300;10:17.195;Vazquez/Max Walter von Bär/Held/Trinius;Vazquez/Max Walter von Bär/Held/Trinius;148.026;;00.000;;;;;;;;;;            ;Volkswagen                    ;4;;;0;0;3;0;
0048;55;Asse;SP 9                                                        ;0000SP 9                                                        ;SP 9;;1;1;Assenheimer;Patrick;Weinsberg;;ITB1137122;DEU;J;;;00.000;Trefz;Luca-Sandro;Wüstenrot;;ITC-C1174766;DEU;J;;;00.000;Baumann;Dominik;Rum;;JA1061;AUT;J;;;00.000;Apothéloz;Julien;Gockhausen;;377;CHE;J;;;00.000;    ;Mercedes-AMG Team Landgraf;PRO-AM                                                      ;Mercedes-AMG GT3;;;;+00.000;;;+00.000;0;00.000;00.000;N;;;;;11:00:51;;11:00:51;0.000;;21;0;16;5;0;44;8:40.358;Bachler/Picariello/Pilet/Ragginger;Bachler/Picariello/Pilet/Ragginger;175.573;;1;24;18;6;44;8:40.358;Bachler/Picariello/Pilet/Ragginger;Bachler/Picariello/Pilet/Ragginger;175.573;;00.000;1;1;3:11.795;0;;;;;;            ;Mercedes-AMG                  ;4;;;0;0;1;0;
0049;86;Brus;AT                                                          ;0000AT                                                          ;AT;;2;2;Brusius;Adrian;Kirschweiler;;ITC-C1162478;DEU;J;;;00.000;Unteroberdörster;Finn;Lohmar;;ITC-C1175592;DEU;J;;;00.000;Peucker;Lars;Grevenbroich;;ITC-C 1122277;DEU;J;;;00.000;Lengyel;Adam;Mogyorod;;ITB6300;HUN;J;;;00.000;    ;Toyota Gazoo Racing Europe GmbH;PRO-AM                                                      ;Toyota GR Supra GT4;;;;+;;;+00.000;0;00.000;00.000;N;;;;;11:00:58;;11:00:58;0.000;;3;0;2;1;0;13;9:55.196;Albrecht/Asch/Ecke/Sczepansky;Albrecht/Asch/Ecke/Sczepansky;153.497;;2;29;14;15;123;9:22.482;Bünnagel/Kaya/Piana/Stursberg;Bünnagel/Kaya/Piana/Stursberg;162.424;;00.000;;;;;;;;;;            ;Toyota                        ;3;;;0;0;2;0;
0050;200;Krol;SP 6                                                        ;0000SP 6                                                        ;SP 6;;3;3;Kroll;Michael;Wilen;;CH ITC-207;CHE;J;;;00.000;Kroll;Martin;Widen;;CH ITC201;CHE;J;;;00.000;Prinz;Chantal;Wädenswil;;ITC-C.351;CHE;J;;;00.000;Prinz;Alexander;Wädenswill;;ITC-C1044502;CHE;J;;;00.000;    ;Hofor Racing;PRO-AM                                                      ;BMW M3 e46 GTR;;;;;;;+00.000;0;00.000;00.000;N;;;;;11:01:33;;11:01:33;0.000;;1;0;0;1;0;;;;;;;3;19;9;10;300;10:17.195;Vazquez/Max Walter von Bär/Held/Trinius;Vazquez/Max Walter von Bär/Held/Trinius;148.026;;00.000;;;;;;;;;;            ;BMW                           ;4;;;0;0;3;0;
0051;163;Hill;Cup-X                                                       ;0000Cup-X                                                       ;Cup-X;;2;2;Hill;Phil;Mühlheim;;ITC-C1146170;DEU;J;;;00.000;Maximilian;;Witten;;ITC-C1108708;DEU;J;;;00.000;Tasche;Andreas;Cochem;;ITC-C1152066;DEU;J;;;00.000;Mönch;Michael;Adenau;;ITC-C1112211;DEU;J;;;00.000;    ;Teichmann Racing GmbH;PRO-AM                                                      ;KTM X-BOW GT4;;;;+;;;+00.000;0;00.000;00.000;N;;;;;11:01:40;;11:01:40;0.000;;3;0;2;1;0;161;9:34.221;Brodmerkel/Kraihamer/Schöll/Still;Brodmerkel/Kraihamer/Schöll/Still;159.104;;2;29;14;15;123;9:22.482;Bünnagel/Kaya/Piana/Stursberg;Bünnagel/Kaya/Piana/Stursberg;162.424;;00.000;;;;;;;;;;            ;KTM                           ;1;;;0;0;2;0;
0052;132;Sloo;Cup 2                                                       ;0000Cup 2                                                       ;Cup 2;;2;2;Slooten;Jan Erik;Neuss;;ITC-C1041696;DEU;J;;;00.000;Engstler;Luca;Kempten;;ITC-C1141579;DEU;J;;;00.000;Köhler;Leon;Kleinwallstadt;;ITB1164981;DEU;J;;;00.000;Scheider;Timo;Lochau;;ITA1054011;AUT;J;;;00.000;    ;IronForce Racing by Phoenix;PRO                                                         ;Porsche 911 GT3 Cup (992);;;;+;;;+00.000;0;00.000;00.000;N;;;;;11:02:10;;11:02:10;0.000;;6;0;4;2;0;123;9:22.482;Bünnagel/Kaya/Piana/Stursberg;Bünnagel/Kaya/Piana/Stursberg;162.424;;2;29;14;15;123;9:22.482;Bünnagel/Kaya/Piana/Stursberg;Bünnagel/Kaya/Piana/Stursberg;162.424;;00.000;;;;;;;;;;            ;Porsche                       ;4;;;0;0;2;0;
0053;118;Buss;SP 3                                                        ;0000SP 3                                                        ;SP 3;;3;3;Bussmann;Jürgen;Ludwigsburg;;ITC-C1068474;DEU;J;;;00.000;Kriese;Oliver;Münster;;ITC-C1172148;DEU;J;;;00.000;Lachmayer;Michael;Hürth;;ITC-C1096530;DEU;J;;;00.000;Lachmayer;Yannik;Hürth;;ITC-C1138188;DEU;J;;;00.000;    ;;PRO-AM                                                      ;Dacia Logan;;;;+;;;+00.000;0;00.000;00.000;N;;;;;11:02:15;;11:02:15;0.000;;3;0;2;1;0;120;11:03.114;Supaphongs/Jian Hong/Kawamura;Supaphongs/Jian Hong/Kawamura;137.775;;3;19;9;10;300;10:17.195;Vazquez/Max Walter von Bär/Held/Trinius;Vazquez/Max Walter von Bär/Held/Trinius;148.026;;00.000;;;;;;;;;;            ;Dacia                         ;2;;;0;0;3;0;
0054;220;Schr;SP 8T                                                       ;0000SP 8T                                                       ;SP 8T;;2;2;Schreiner;Carrie;Euskirchen;;ITB1139615;DEU;J;;;00.000;Martin;Celia;Adenau;;ITC-C1178900;DEU;J;;;00.000;Wohlwend;Fabienne;Schellenberg;;1153;LIE;J;;;00.000;Mann;Pippa;Indianapolis;;D3068-U-22 B;USA;J;;;00.000;;GITI TIRE MOTORSPORT BY WS RACING;PRO-AM                                                      ;BMW M4 GT4;;;;;;;+00.000;0;00.000;00.000;N;;;;;11:02:23;;11:02:23;0.000;;3;0;0;3;0;;;;;;;2;29;14;15;123;9:22.482;Bünnagel/Kaya/Piana/Stursberg;Bünnagel/Kaya/Piana/Stursberg;162.424;;00.000;1;1;;0;;;;;;            ;BMW                           ;4;;;0;0;2;0;
0055;113;Stan;SP 3T                                                       ;0000SP 3T                                                       ;SP 3T;;3;3;Stanco;Luigi;Winterthur;;INT C-C994;CHE;J;;;00.000;Stanco;Armando;Winterthur;;1108;CHE;J;;;00.000;Stanco;Dario;Winterthur;;ITC-C280;CHE;J;;;00.000;;;;;;;;;;00.000;    ;Autorama Ag;PRO-AM                                                      ;Seat  Leon;;;;+00.000;;;+00.000;0;00.000;00.000;N;;;;;11:02:41;;11:02:41;0.000;;4;0;1;3;0;114;14:31.001;van Dam/Schrick/Lasee/Sasaki;van Dam/Schrick/Lasee/Sasaki;104.892;;3;19;9;10;300;10:17.195;Vazquez/Max Walter von Bär/Held/Trinius;Vazquez/Max Walter von Bär/Held/Trinius;148.026;;00.000;;;;;;;;;;Luigi Stanco;Seat                          ;3;;;0;0;3;0;
